"Comment","Recordid","Date"
"emailed hard copy qr ","2015-018093STR","2018-11-06 14:34:18"
"Jan reapply / sheet2 - no app & no pmt","2015-018093STR","2020-02-25 11:27:56"
"Received hard copy of 2020-Q1 report","2015-018093STR","2020-05-06 09:20:35"
"Submitted new app on 5/15/20","2015-018093STR","2020-05-20 11:11:24"
"Certificate mailed - 4/11/2017","2015-003221STR","2017-04-10 14:15:33"
"dbi complaint","2015-003221STR","2019-02-13 17:57:03"
"Appears property sold - unsure.","2015-003221STR","2019-11-20 11:19:55"
"Renewal mailed out","2015-007048STR","2018-02-12 12:03:11"
"May live in Redwood City","2015-007048STR","2019-07-08 18:43:21"
"Sept reapply ","2015-007048STR","2019-09-26 10:20:17"
"https://www.airbnb.com/rooms/212783 Link2:  https://www.airbnb.com/rooms/209514  Link3:  https://www.airbnb.com/rooms/220418  Link4:  https://www.airbnb.com/rooms/213532  Link5:  https://www.airbnb.com/rooms/997382  Link6:  https://www.airbnb.com/rooms/7858587   Thanks, ","2016-000820STR","2017-10-16 15:37:03"
"mailed Certificate ","2016-000820STR","2018-08-07 14:28:02"
"April reapply - new app & pmt in SD ","2016-000820STR","2020-04-23 13:25:12"
"mailed renewal ","2016-002152STR","2018-05-11 15:22:16"
"Apr approve - no app & pmt","2016-002152STR","2020-05-20 10:00:15"
"Certificate mailed - 5/9/2017","2015-003982STR","2017-05-09 09:14:34"
"May approve - no app & pmt","2016-001310STR","2020-06-17 14:33:32"
"Certificate was mailed out on 2/24/2017  ","2015-001624STR","2017-02-23 16:35:49"
"moved out, now leaves at 1266 7th Ave","2015-001624STR","2018-12-19 21:47:01"
"request sent via email, property sold on 12/29/2016","2016-001349STR","2017-03-21 15:48:24"
"https://www.airbnb.com/rooms/3205059","2016-000913STR","2018-03-07 11:22:37"
"revoked","2016-000913STR","2019-01-11 15:10:30"
"https://www.airbnb.com/rooms/9954950 https://www.airbnb.com/rooms/9955894 https://www.airbnb.com/rooms/10106906 https://www.airbnb.com/rooms/10474512 https://www.airbnb.com/rooms/26420602   Downstairs Studio, Mission Terrace Private large downstairs studio with queen size bed that opens out to the back garden. With desk working area and it's own kitchenette. Has access to the downstairs entry.   ","2016-003621STR","2019-07-25 13:48:25"
"Ok.  If this was your business account number with the Tax Collector, you may want to close it (1028813) at www.sftreasurer.org/accountupdate     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org   From: R L <richtherapy@gmail.com> Sent: Wednesday, July 31, 2019 9:35 AM To: Masry, Omar (CPC) <omar.masry@sfgov.org>; Rich Lugo <richtherapy@gmail.com> Subject: Re: 461 Capistrano Avenue | Office of Short-Term Rentals    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Hello Omar,  I don’t own the home anymore as of July 12, 2019. My last short term booking there was June 2, 2019.  Best regards, Richard  On Wed, Jul 31, 2019 at 6:46 AM Masry, Omar (CPC) <omar.masry@sfgov.org> wrote: Hi. This is Omar Masry with the City of San Francisco.    Please review the attached letter.    OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org  From: Masry, Omar (CPC) <omar.masry@sfgov.org> Sent: Tuesday, July 30, 2019 4:00 PM To: Helenrandolphhoward@gmail.com <Helenrandolphhoward@gmail.com> Subject: 3700 22nd Street Unit A | Office of Short-Term Rentals    Hi Helen.  This is Omar Masry with the City of San Francisco.   Please review the attached letter.    Thanks,     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org Press Release: City Attorney sues owners of illegal hotel   (involving a fraudulent application) in Bernal Heights where party became gunfight","2016-003621STR","2019-07-31 09:37:45"
"mailed renewal ","2015-018559STR","2018-06-07 10:31:04"
"Apr reapply - new app in SD","2015-018559STR","2020-05-11 10:10:35"
"Applicant sent Peter Byrne an email to confirm - have not participated in Airbnb or any like short-rental situation for over 2 years","","2017-05-31 11:28:56"
"per applicant's request sent via email, sold the property and have not hosted a single guest since October of 2016.","","2017-04-17 14:06:26"
"SUSPENDED due to building complaint","2016-004346STR","2019-05-02 17:47:08"
"472 Fair Oaks Street SUSPENDED by Omar on 05/02/2019 ","2016-004346STR","2020-07-28 14:11:18"
"Certificate mailed - 4/6/2017","2015-004730STR","2017-04-05 14:56:04"
"https://www.airbnb.com/rooms/29557","2016-003541STR","2018-01-29 14:55:22"
"Finance received $450 (check #391) for June renewal","2016-003541STR","2020-05-15 15:12:31"
"mailed renewal","2016-002312STR","2018-04-26 14:08:15"
"Apr approve - no app & pmt","2016-002312STR","2020-05-19 14:32:23"
"Certificate mailed - 6/20/2017","2015-004530STR","2017-06-19 14:16:04"
"mailed renewal ","2016-001354STR","2018-04-16 15:48:00"
"submitted hard copy Q4","2016-001354STR","2019-01-31 12:54:31"
"Received a late reporting of 2019-Q3, all hosted stays","2016-001354STR","2019-11-07 15:08:16"
"Certificate mailed - 4/26/2017","2015-002812STR","2017-04-26 12:42:24"
"From: Trina Roderick <trinarae30@hotmail.com>  Sent: Friday, February 21, 2020 3:44 PM To: Chang, Michelle (CPC) <michelle.y.chang@sfgov.org> Subject: Re: Short-Term Rentals - January Renewals   But I’m looking for the form to discontinue hosting rather than continue hosting.    ","2015-014083STR","2020-02-25 08:26:32"
"https://www.airbnb.com/rooms/6782479","2015-008671STR","2017-08-22 16:09:18"
"emailed hard copy qr","2015-008671STR","2019-01-31 12:35:03"
"Per host's email on 5/2/19, no short-term rentals were conducting in the first quarter of 2019","2015-008671STR","2019-05-02 17:55:07"
"mailed out certificate ","2016-003809STR","2018-08-03 09:51:44"
"Thank you Michelle, I haven’t hosted anybody for far more than a year and I don’t think I will in the near future.  Can I put it on a hold or if I don’t renew I will have to re-do the entire process if I decide to host again? Thank you, Marco   ","2016-003809STR","2020-04-24 12:48:17"
"May approved - no app & pmt","2016-003809STR","2020-06-19 06:37:46"
"email received - will be cancelling BAN #1021458, new BAN #1005912","2016-000642STR","2016-10-03 14:31:04"
"Withdrawn by host by email. 27 OCT 2017 (was previously suspended)  From: Palmer Truelson <truelson@gmail.com> Sent: Friday, October 27, 2017 2:26 AM To: Masry, Omar (ADM); jeanandpalmer@gmail.com Subject: 593 Texas Street | San Francisco Office of Short-Term Rentals   Hi Masry,  Just finished our last 3 month report. We have unlisted our listing and will no longer use our residence for short-term rental. What is the best way to remove us from short term rental registration?  Palmer Truelson Co-Founder / CTO of FlowerApp.com  On Fri, Oct 06, 2017 at 07:13 Masry Omar (ADM) <Masry Omar (ADM) > wrote: Please see the attached letter. A copy will be mailed as well.    OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103 https://shorttermrentals.sfgov.org","2016-000642STR","2017-10-27 10:59:45"
"renewal mailed ","2015-018369STR","2018-03-02 13:57:18"
"emailed hard copy qr","2015-018369STR","2019-01-17 18:59:31"
"applicant moved","","2017-04-21 14:10:12"
"STR-0001336 | 642 Judah Street CPC-ShortTermRentals Roy Tahtinen <roytahtinen@yahoo.com> It appears your 2 year certificate expired MAY 22, 2018 with the Office of Short-Term Rentals. Please note that this is different from the Business Registration Certificate from the SF Treasurer & Tax Collector (which needs to be renewed yearly).   Therefore it appears you were illegally hosting short-term rentals.  Renewals are not automatic. Hosts are responsible for submitting renewal applications no earlier than 30 days before expiration.  You may re-apply to host short-term rentals, but a whole NEW application and application fee (the older application fee of $50 no longer applies). You may only apply if you actually live in the same dwelling unit for at least 275 nights per year (this is an important issue for us). If the property features multiple legal dwelling units, you may only host short-term rentals in the same dwelling unit where you also reside at least 275 nights per year.   If you were primarily using Airbnb you should go through their website and create a new listing. As you do so, you will be prompted to apply for a short-term rental certificate through Airbnb's website. This is recommended because once you apply you should be able to legally host again while your application is pending review.   If you apply through our website or in-person, it will likely take longer (and is more complicated) to get your listing re-enabled.  Given the volume of applications, and a number of challenges, we cannot given an estimate on timing for final approval. That is why it is recommended that you apply through Airbnb's website, if you are primarily using Airbnb to host.   If you are using another service you can apply through our website at shorttermrentals.sfgov.org      Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   From: Roy Tahtinen <roytahtinen@yahoo.com> Sent: Thursday, February 28, 2019 1:17 PM To: CPC-ShortTermRentals Subject: STR-0001336    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    I got a notice that my listing has been removed from airbnb, but I don't know why. I am currently traveling in Australia, but it is important for me to understand how I can resolve this as soon as possible. Thanks you so much for your time.  Roy Tahtinen STR-0001336","2016-004123STR","2019-02-28 15:57:16"
"Certificate mailed - 5/25/2017","2015-001626STR","2017-05-25 14:33:36"
"  					        					         	  May 8, 2018			           (Sent via e-mail and USPS mail) Applicant - Host	Property Owner Natalie Vitalie		      Koutsoftas Family Trust 644 Silver Avenue		      60 Joost Avenue San Francisco, CA 94134                             San Francisco, CA 94131  	Residential Unit: 	644 Silver Avenue 	Assessor’s Block/Lot:	5905/001 	Application No.:	2016-003489STR        Certificate No.:	STR-0001267 (EXPIRED) 	Staff Contact:	Omar Masry, (415) 575-9116, or Omar.Masry@sfgov.org   This notice is to inform you that your short-term rental certificate has expired as of May 5, 2018.  In addition, OSTR has received a complaint regarding what appears to be an unpermitted dwelling unit at the property, which has been referred to the Department of Building Inspection.  The host must immediately remove any short-term rental listings offering stays of less than 30 days (at any location at the entire property), and cancel pending reservations for stays of less than 30 days. Customer service for most online hosting platforms can cancel stays for you if you call them and explain the situation.  Please provide screenshots of your monthly booking calendars for each online listing, showing the absence of pending reservations for stays of less than 30 days, within six days from the date of this letter, to the e-mail address listed above  Continuing to host short-term rentals without a certificate can result in a notice of violation and penalties of $484 per day. You may not continue to honor pending reservations.  Please do NOT remove/modify any living spaces/kitchen counters/sinks/stoves without approval from both the Department of Building Inspection and Planning Department.  If the host legalizes the space as an Accessory Dwelling Unit, it would NOT be eligible to register to host short-term rentals (only the space where the host actually resides would be eligible).   If the host legalizes the space by removing un-permitted elements, if applicable, the host can re-apply to host short-term rentals through a new application; but only after all associated permits are both issued and completed (final inspections). Please note that even if the building complaint is closed the entire property must be in compliance with the Planning Code’s Rooms Down Bulletin  if the host wishes to re-apply to host short-term rentals.          •	What about monthly rentals instead? While you are allowed to legally host/offer/advertise 30-day minimum stays (per rental reservation) while a short-term rental certificate is suspended, it is your responsibility to ensure that any spaces (e.g. bedrooms, kitchens [with or without stoves], stairwells and decks) were legally permitted by the Department of Building Inspection.  If you choose to offer monthly stays while your registration is suspended, then cancel all pending reservations for stays of less than 30 days, and also change your online listing booking calendars to clearly show a 30-day minimum. 	  •	Violations/complaints due to the prior property owner, adjacent TIC co-owner, or landlord (if you are a tenant): Even if the complaint is due to an issue related to a prior property owner (or another TIC co-owner, or the landlord if you are a tenant), the host/applicant/property owner is still responsible for ensuring the property is free of complaints.   •	Please do not visit the Office of Short-Term Rentals to discuss this notice without an appointment.    Thank you for your attention to this notice. If you have any questions regarding this letter, please contact the staff contact listed at the top of this notice. ","2016-003489STR","2018-05-08 15:59:37"
