rec_num,time_log_seq,billable_flag
2012.0403W,4269889,N
2013.1168E,4269890,N
2013.1168E,4270520,N
2009.1100E,4270748,N
2014-000234VAR,4270820,N
2008.0794C,4270877,N
2012.0403W,4271157,N
2013.1168E,4271158,N
2014-000234VAR,4271185,N
2009.1100E,4271353,N
2014.1442DNX,4271821,N
2014.1063E,4271824,N
2014.1063E,4271825,N
2012.0403W,4271987,N
2013.1168E,4271988,N
2012.0403W,4272712,N
2013.1168E,4272713,N
2014-000234VAR,4272743,N
2009.1100E,4272952,N
2014.1442DNX,4273065,N
2008.0021E_11,4273767,N
2007.0903E_7,4273772,N
2011.0408E,4273794,N
2005.0679K,4273973,N
2013.0973E,4274553,N
2013.1168E,4274599,N
2013.1168E,4274601,N
2016-002561GPR,4274638,N
2007.0946E_14,4274656,N
2013.1168E,4274663,N
2013.1168E,4275151,N
2012.0403W,4275152,N
2013.1168E,4275518,N
2012.0403W,4275585,N
2003.0705C,4275910,N
2013.0712V,4276336,N
2014-002218CUA,4276476,N
2014-002218CUA,4276477,N
2013.1168E,4276584,N
2003.0705C,4276650,N
2012.0403W,4276725,N
2014-002218CUA,4276904,N
2013.0712V,4277018,N
2012.0865E,4277650,N
2011.0586E,4277719,N
2014.0059E,4277863,N
2012.0865E,4277993,N
2013.1168E,4277994,N
2003.0705C,4278075,N
2011.0586E,4278147,N
2012.0403W,4278195,N
2014.0059E,4278453,N
2014-002218CUA,4278457,N
2013.0712V,4278602,N
2014.1408C,4279028,N
1996.547E,4279629,N
1996.281E_11,4279632,N
2008.0021E_11,4279674,N
2013.0154E_3,4279675,N
2010.0305E,4279678,N
2012.0865E,4279812,N
2013.1168E,4279813,N
2003.0705C,4279910,N
2014.1408C,4279928,N
2011.0586E,4280000,N
2012.0403W,4280068,N
2014.0059E,4280412,N
2014-002218CUA,4280417,N
2013.0712V,4280615,N
2010.0305E,4280767,N
2013.0154E_3,4280768,N
2014.0400SHD,4280954,N
2007.0456X,4281813,N
2010.0305E,4282060,N
2013.0154E_3,4282061,N
1996.771E,4282062,N
2000.541E,4282063,N
2000.048E,4282144,N
2012.1187X,4282644,N
2014.0848C,4282646,N
2012.0877CUA,4282780,N
2005.1018X,4282948,N
2005.1018X,4282949,N
2012.0877CUA,4283033,N
2005.1018X,4283101,N
2012.0877CUA,4283856,N
2005.1018X,4283968,N
2011.1359E,4284638,N
2013.1752V,4284907,N
2014.0059E,4284924,N
2013.1752V,4284993,N
2012.0877CUA,4285039,N
2005.1018X,4285220,N
2011.1359E,4285337,N
2014.0059E,4285385,N
2013.1757C,4286107,N
2013.0154E_3,4286393,N
2010.0305E,4286514,N
2010.0305E,4286517,N
1996.281E_11,4286518,N
1996.547E,4286523,N
1996.281E_11,4286544,N
2012.0877E,4286550,N
2012.1025E,4286551,N
2008.0021E_11,4286555,N
2013.1752V,4286627,N
2012.0877CUA,4286701,N
2005.1018X,4286942,N
2011.1359E,4287098,N
2014.0059E,4287150,N
2013.1757C,4287186,N
2010.0305E,4287406,N
2012.0877E,4287408,N
2012.1025E,4287409,N
2011.1359E,4287597,N
2014.1422A,4287681,N
2014.1422A,4287704,N
2014.1063E,4287759,N
2014.1063E,4287816,N
2012.1398E,4288052,N
2007.0946E_14,4288064,N
2012.0877E,4288111,N
2012.1025E,4288112,N
2010.0305E,4288113,N
2013.1168E,4288131,N
2014.0623H,4288179,N
2008.0021E_11,4288194,N
2013.1168E,4288839,N
2015-009011PTA,4290197,N
2015-009011PTA,4290548,N
2013.0521C,4291361,N
2015-007896CUA,4291383,N
2008.0021E_11,4291864,N
2008.0021E_11,4291865,N
2012.1025E,4291887,N
2012.0086E,4291888,N
2000.541E,4291889,N
1996.771E,4291890,N
2011.1355E,4291893,N
1996.547E,4291955,N
2008.0021E_11,4291957,N
2015-009011PTA,4292019,N
2013.0521C,4292168,N
2015-007896CUA,4292522,N
2008.0021E_11,4292692,N
2012.0086E,4292694,N
2012.1025E,4292695,N
1996.222E,4293493,N
2015-009011PTA,4293744,N
1996.222E,4293953,N
2013.0521C,4293978,N
2015-007896CUA,4294428,N
2008.0021E_11,4294674,N
2012.0086E,4294676,N
2012.1025E,4294677,N
2012.0403W,4295067,N
2012.0403W,4295318,N
2012.0403W,4295319,N
2012.0403W,4295509,N
2012.0403W,4295614,N
2011.1388E,4296230,N
2013.0256E,4296231,N
2011.1359E,4296786,N
2011.1359E,4297139,N
2011.1359E,4297825,N
2011.1359E,4298132,N
2011.1359E,4298133,N
2011.1359E,4299562,N
2012.0403W,4301132,N
2012.0403W,4301199,N
1996.222E,4301303,N
2007.0946E_14,4301457,N
2007.0946E_14,4301458,N
2008.0021E_11,4301474,N
2011.0408E,4301475,N
2011.0408E,4301477,N
2011.1355E,4301479,N
2013.1049E,4301480,N
2000.541E,4301484,N
2000.541E,4301485,N
2012.0403W,4301903,N
2011.1359E,4301984,N
2012.0403W,4303630,N
2013.0973E,4303740,N
2013.0973E,4303741,N
2015-007896CUA,4304468,N
2013.0485X,4304489,N
2012.0403W,4304940,N
2013.0485X,4305272,N
2012.0403W,4305318,N
2015-007896CUA,4305579,N
2012.1553E,4306104,N
2012.1553E,4306293,N
2013.0485X,4306346,N
2012.0403W,4306442,N
2015-007896CUA,4306933,N
2014.1315OFA,4307148,N
2012.0403W,4307383,N
2012.1553E,4307791,N
2013.0485X,4307877,N
2014.1315OFA,4307887,N
2012.0403W,4308009,N
2012.0403W,4308010,N
2015-007896CUA,4308672,N
2011.1043C,4308822,N
2012.1553E,4308834,N
2013.0321E,4309323,N
2013.0321E,4309324,N
2012.1553E,4309674,N
2013.0321E,4309675,N
2013.0485X,4309794,N
2014.1315OFA,4309806,N
2012.0403W,4309986,N
2011.1043C,4310072,N
2015-007896CUA,4310807,N
2012.0403W,4311474,N
2012.0403W,4311479,N
2012.0403W,4311490,N
2012.0403W,4311491,N
2014-002701OFA,4311550,N
2013.0321E,4311943,N
2007.1096E,4311969,N
1996.281E_11,4312056,N
1996.281E_11,4312061,N
2006.0441E_5,4312063,N
2013.1671C,4312086,N
2013.1671C,4312087,N
2006.0441E_5,4312114,N
2012.0877E_5,4312179,N
2013.1690E,4312183,N
2012.0877E,4312224,N
2007.0946E_14,4312225,N
2007.1096E,4312226,N
1996.281E,4312227,N
1996.281E,4312228,N
2013.0304V,4312830,N
2013.0304V,4313157,N
2007.0946E_14,4313638,N
2007.0946E_14,4314096,N
2013.0304V,4314171,N
2007.0946E_14,4315402,N
2013.0304V,4315500,N
2011.1359E,4316506,N
2011.1388E,4316628,N
2015-007107VAR,4316641,N
2007.0946E_14,4316952,N
2006.1308E_5,4316953,N
2007.0946E_14,4316964,N
2013.1690E,4316966,N
1996.281E_11,4316967,N
2013.1049E,4316969,N
2013.1690E,4316970,N
2006.1308E_5,4316974,N
2006.1308E_5,4316975,N
2012.0086E,4316982,N
2007.0946E_14,4317132,N
2013.0304V,4317238,N
2011.1388E,4317508,N
2011.1359E,4317623,N
2015-007107VAR,4317701,N
2006.1308E_5,4317986,N
2012.0086E,4317987,N
2011.1122E_3,4318786,N
2013.1213CUA,4318810,N
2014.1441E,4318995,N
2014.1441E,4318996,N
2015-000491CUA,4319013,N
2013.1690E,4319090,N
2012.0086E,4319234,N
2006.1308E_5,4319265,N
2007.0456X,4319274,N
2015-013587VAR,4319749,N
2015-007896CUA,4320085,N
2015-013587VAR,4320371,N
2015-007896CUA,4320591,N
2014.1441E,4320955,N
2014.1441E,4321332,N
2015-013587VAR,4321359,N
2015-007896CUA,4321803,N
2014.1441E,4322641,N
2015-013587VAR,4322683,N
2015-007896CUA,4323370,N
2007.0946E_14,4323938,N
2015-014877CUA,4324043,N
2013.1690E,4324101,N
2006.1308E_5,4324102,N
2007.0946E_14,4324103,N
2012.0086E,4324124,N
2006.1308E_5,4324128,N
2012.1025E,4324130,N
2014.1441E,4324304,N
2015-013587VAR,4324366,N
2006.1308E_5,4325083,N
2007.0946E_14,4325084,N
2013.1690E,4325085,N
2015-007896CUA,4325277,N
2015-007107VAR,4325586,N
2013.1690E,4325650,N
2013.1005X,4325880,N
2013.1690E,4325910,N
2012.0086E,4326330,N
2007.0946E_14,4326331,N
2012.0086E,4326332,N
1996.547E,4326333,N
2006.1308E_5,4326387,N
2012.0203C,4326444,N
2012.0203C,4326445,N
2012.0086E,4327288,N
2015-005727COA,4327322,N
2015-005727COA,4327323,N
2012.0086E,4327423,N
2015-005727COA,4327513,N
2015-014877CUA,4328073,N
2015-005727COA,4328109,N
2010.0305E,4328173,N
2012.0086E,4328390,N
2015-005727COA,4328578,N
2015-005727COA,4328579,N
2010.0305E,4328629,N
2015-014877CUA,4328691,N
2014.0400CUA,4329214,N
2014.1121CUA,4329216,N
2012.0086E,4329660,N
2015-005727COA,4329917,N
2010.0305E,4329980,N
2014.0400CUA,4330059,N
2014.1121CUA,4330061,N
2015-014877CUA,4330063,N
2015-014877CUA,4330562,N
2012.0403W,4330753,N
2012.0403W,4330805,N
2012.0403W,4330824,N
2013.1690E,4331159,N
2013.1690E,4331268,N
2012.0086E,4331269,N
2012.0086E,4331270,N
2012.0086E,4331271,N
2014-002961CUA,4331356,N
1996.547E,4331357,N
2006.1308E_5,4331358,N
2006.1308E_5,4331359,N
2006.1308E_5,4331361,N
2013.1757E,4331365,N
2013.0986E,4331366,N
2012.0086E,4331461,N
2015-005727COA,4331806,N
2010.0305E,4331899,N
2014.0400CUA,4331999,N
2014.1121CUA,4332001,N
2015-014877CUA,4332006,N
1996.547E,4332229,N
2014-002961CUA,4332232,N
2010.0305E,4332673,N
2013.1690E,4332758,N
2006.0383E,4332774,N
2006.0383E,4332776,N
2006.0383E,4332777,N
2013.1213CUA,4332793,N
2014.0154E,4332812,N
2014.0154E,4332846,N
2013.1213CUA,4332864,N
2014.0154E,4333050,N
2013.1690E,4333141,N
2013.1005X,4333218,N
2006.0383E,4333266,N
2015-014877CUA,4333391,N
2015-006700CUA,4333392,N
2006.0383E,4333455,N
2009.0816E,4333546,N
2014-002961CUA,4333549,N
2006.1308E_5,4333550,N
1996.281E_11,4333552,N
2014-002961CUA,4333570,N
2014-000609CUA,4333592,N
2008.1084X,4333593,N
2012.0403W,4334266,N
2011.1359E,4334347,N
2007.0456X,4335052,N
2014.0154E,4335217,N
2012.0403W,4336074,N
2011.1359E,4336169,N
2014.0154E,4336579,N
2012.0403W,4338105,N
2011.1359E,4338228,N
2014.0154E,4338711,N
2014.1166E,4339521,N
2014.0154E,4339774,N
2012.0403W,4340455,N
2011.1359E,4340582,N
2014.1166E,4340823,N
2014.0154E,4341122,N
2012.0086E,4342248,N
2014.1441E,4342263,N
2006.1308E_5,4342434,N
2013.1179E,4342484,N
2012.0086E,4342489,N
2012.0086E,4342490,N
2012.0086E,4342747,N
2012.0403W,4343280,N
2011.1359E,4343441,N
2014.1166E,4343729,N
2014.0154E,4344052,N
2006.1308E_5,4344287,N
2012.0086E,4344288,N
2014.1441E,4345140,N
2014.1441E,4345141,N
2014.0284CUA,4345281,N
2011.1122E_3,4345412,N
2011.1122E_3,4345416,N
2007.0903E_7,4345421,N
2013.1179E,4345425,N
2013.1179E,4345430,N
2007.0946E_14,4345432,N
2007.0946E_14,4345433,N
2007.0946E_14,4345455,N
1996.281E_11,4345456,N
2006.0383E,4345461,N
2012.0086E,4345484,N
2011.0586X,4345802,N
2008.0789E,4345939,N
2011.1388E,4345941,N
2012.1398E,4345942,N
2011.0586X,4345949,N
2014-002961CUA,4346075,N
2013.1576E,4346151,N
2011.0586X,4346534,N
2013.1576E,4346606,N
2011.1359E,4347283,N
2012.0493X,4347461,N
2011.0586X,4347613,N
2013.1576E,4347762,N
2011.1359E,4347872,N
2015-000639VAR,4348377,N
2014-001676VAR,4348379,N
2011.1359E,4348502,N
2014.0329E,4348584,N
2011.0038E,4348589,N
2011.0038E,4348590,N
2013.1179E,4348653,N
2006.1308E_5,4348784,N
2006.1523E_5,4348785,N
2012.0086E,4348786,N
2012.0877E_5,4348787,N
1996.547E,4348798,N
2011.0586X,4348978,N
2012.0493X,4348979,N
2015-000639VAR,4349159,N
2016-010095EEC,4349199,N
2013.1576E,4349200,N
2011.0038E,4349340,N
2011.1359E,4349341,N
2014.0329E,4349343,N
2014-001676VAR,4349445,N
2012.1333E_3,4350355,N
2016-010095EEC,4350459,N
2011.0586X,4350818,N
2012.0493X,4350819,N
2015-000639VAR,4351044,N
2016-010095EEC,4351095,N
2016-010095EEC,4351096,N
2013.1576E,4351097,N
2011.0038E,4351292,N
2011.1359E,4351293,N
2014.0329E,4351296,N
2014-001676VAR,4351422,N
2013.0491E,4352280,N
2011.1300K,4352431,N
2013.1213CUA,4352464,N
2014.0154E,4352828,N
2010.0305E,4352950,N
2006.1523E,4353001,N
2014-000609CUA,4353003,N
2016-010095EEC,4353523,N
2011.0038E,4353666,N
2006.1523E,4353842,N
2015-002837CUA,4353854,N
2016-010095EEC,4353968,N
2011.0038E,4353997,N
2006.1523E,4354047,N
2015-002837CUA,4354139,N
2014.1441E,4354607,N
2016-010095EEC,4354634,N
2016-010095EEC,4355075,N
2016-010095EEC,4355076,N
2011.0038E,4355149,N
2014.1441E,4355169,N
2006.1523E,4355237,N
2015-002837CUA,4355396,N
2016-010095EEC,4356496,N
2016-010095EEC,4356497,N
2011.0038E,4356605,N
2014.1441E,4356629,N
2006.1523E,4356720,N
2015-002837CUA,4356952,N
2015-000473VAR,4357136,N
2014.1441E,4357541,N
2014.1441E,4357542,N
2014.1441E,4357543,N
2013.1690E,4357619,N
2013.1690E,4357620,N
2011.0038E,4357777,N
2015-016033CUA,4357787,N
2012.1398E,4357788,N
2011.1122E_3,4357833,N
2013.1757E,4357835,N
2006.1523E_5,4357846,N
2012.1398E,4358067,N
2015-000473VAR,4358195,N
2016-010095EEC,4358446,N
2011.0038E,4358597,N
2011.0038E,4358598,N
2014.1441E,4358628,N
2006.1523E,4358758,N
2015-002837CUA,4359086,N
2012.0403W,4359399,N
2014.0329E,4359453,N
2014.0832ENX,4359751,N
2012.0403W,4359914,N
2014.0329E,4360050,N
2013.1757E,4360154,N
1996.281E_11,4360163,N
2013.0491E,4360526,N
2012.0403W,4361060,N
2012.0403W,4361236,N
2013.0491E,4361343,N
2014.1441E,4361522,N
2013.1213E,4361533,N
2015-005078CUA,4361852,N
2012.0403W,4361917,N
2015-005078CUA,4362068,N
2012.0403W,4362196,N
2012.0403W,4362197,N
2013.1213E,4362321,N
2013.0491E,4362404,N
2012.0865E,4362857,N
2013.1690E,4362956,N
2016-010095EEC,4363093,N
2013.0973E,4363099,N
2013.1168E,4363103,N
2013.0256E,4363125,N
2004.1059E_3,4363132,N
2004.1059E_3,4363347,N
2012.0865E,4363348,N
2013.0256E,4363349,N
2013.0973E,4363350,N
2013.1168E,4363351,N
2013.1690E,4363352,N
2015-005078CUA,4363374,N
2012.0403W,4363555,N
2016-010095EEC,4363619,N
2013.1213E,4363727,N
2013.0491E,4363840,N
2016-010095EEC,4364518,N
1996.281E_11,4364818,N
2011.1122E_3,4364819,N
2011.1122E_3,4364820,N
2013.1179E,4364823,N
2007.0946E_14,4364844,N
2004.1059E_3,4365019,N
2012.0865E,4365020,N
2013.0256E,4365021,N
2013.0973E,4365022,N
2013.1168E,4365023,N
2013.1690E,4365024,N
2015-005078CUA,4365050,N
2012.0403W,4365304,N
2016-010095EEC,4365389,N
2016-010095EEC,4365390,N
2013.1213E,4365540,N
2013.0491E,4365685,N
2007.0946E_14,4366449,N
2014.0832ENX,4366496,N
2013.1213E,4366676,N
2012.0086E,4366683,N
2012.0203C,4367139,N
2013.0491E,4367203,N
2012.0403W,4367528,N
2012.0403W,4367563,N
2014.0254C,4367677,N
2012.0403W,4367876,N
2012.0403W,4367878,N
2014.0254C,4367972,N
2013.0491E,4367991,N
2015-010413CUA,4368127,N
2015-007858CUA,4368128,N
2014-000609CUA,4368338,N
2015-008584VAR,4368413,N
2013.0491E,4368621,N
2013.1213CUA,4368681,N
2015-007858CUA,4368742,N
2015-010413CUA,4368743,N
2013.0491E,4368816,N
2015-008584VAR,4368864,N
2014-000609CUA,4368871,N
2004.0093CUA-02,4369005,N
2016-010095EEC,4369399,N
2013.1653C,4369472,N
2016-010095EEC,4369491,N
2012.1398E,4369567,N
2012.1553E,4369628,N
2006.1523E,4369649,N
2013.1213E,4369679,N
1996.547E,4369729,N
2011.1122E_3,4369731,N
2012.1553E,4369815,N
2004.0093CUA-02,4369890,N
2015-007858CUA,4369898,N
2015-010413CUA,4369899,N
2013.1213CUA,4370001,N
2016-010095EEC,4370004,N
2013.0491E,4370052,N
2013.1213E,4370077,N
2006.1523E,4370117,N
2015-008584VAR,4370149,N
2014-000609CUA,4370171,N
2011.1122E_3,4371219,N
1996.547E,4371223,N
2007.0946E_14,4371255,N
2013.1671C,4371367,N
2015-000332CUA,4371368,N
2013.1213E,4371683,N
2006.1523E,4371913,N
2013.1213E,4372146,N
2006.1523E,4372168,N
2006.1523E,4372794,N
2013.1213E,4373151,N
2006.1523E,4373195,N
2013.1653C,4373494,N
2013.0491E,4373650,N
2013.0491E,4373652,N
2006.1523E,4374065,N
2013.0491E,4374508,N
2013.1213E,4374534,N
2006.1523E,4374595,N
2013.0491E,4374647,N
2013.1653C,4374991,N
2006.0100E,4375328,N
2015-005727COA,4375330,N
2013.0256E_5,4375429,N
2013.0256E_5,4375431,N
2011.1122E_3,4375455,N
2013.1757E,4375458,N
1996.547E,4375463,N
2006.0100E,4375903,N
2015-005727COA,4375917,N
2013.0491E,4375989,N
2013.1213E,4376020,N
2006.1523E,4376097,N
2013.0491E,4376160,N
1996.547E,4376348,N
2013.1757E,4376349,N
2013.1653C,4376651,N
2010.0305E,4376748,N
2007.0946E_14,4376778,N
1996.547E,4376780,N
2013.1757E,4376781,N
1996.547E,4376811,N
2012.1553E,4376923,N
2013.1757E,4376983,N
2013.0256E,4377085,N
2014.1441E,4377150,N
2014-003109CUA,4377309,N
2014-003109CUA,4377312,N
2014-003109CUA,4377313,N
2014-003109CUA,4377324,N
2014-003109CUA,4377328,N
2006.1523E,4377525,N
2013.1184E,4377697,N
2014-000609CUA,4378050,N
2013.0256E,4378181,N
2014.1166E,4378360,N
2013.0256E,4378514,N
2014.1166E,4378632,N
2006.1523E,4378708,N
2015-005881VAR,4379149,N
2013.1184E,4379208,N
2015-005727COA,4379326,N
2006.1523E,4379334,N
2013.0256E,4379578,N
2015-005727COA,4379634,N
2013.1184E,4379730,N
2006.1523E,4379773,N
2015-005881VAR,4379786,N
2014.1166E,4379830,N
2015-005727COA,4380296,N
2012.0502V,4380346,N
2015-005727COA,4380442,N
2006.1523E,4380471,N
2013.0256E,4380760,N
2016-010095EEC,4380829,N
2015-005727COA,4380842,N
2015-005727COA,4380843,N
2013.1184E,4380971,N
2006.1523E,4381027,N
2015-005881VAR,4381042,N
2012.0502V,4381058,N
2014.1166E,4381102,N
2012.1553E,4381541,N
2007.0946E_14,4381753,N
2014.1441E,4381815,N
2014.1441E,4381817,N
2014.1441E,4381818,N
2014.1441E,4381819,N
1996.281E_11,4382046,N
2007.0946E_14,4382047,N
2007.0946E_14,4382048,N
2007.0946E_14,4382049,N
2013.1179E,4382050,N
2011.1122E_3,4382053,N
1996.547E,4382078,N
2013.0256E_5,4382079,N
2007.0946E_14,4382167,N
2012.1553E,4382168,N
2014.1441E,4382272,N
2013.0256E,4382426,N
2016-010095EEC,4382532,N
2015-005727COA,4382544,N
2013.1184E,4382713,N
2006.1523E,4382778,N
2015-005881VAR,4382797,N
2012.0502V,4382815,N
2014.1166E,4382882,N
1996.547E,4383015,N
2007.0946E_14,4383016,N
2013.0256E_5,4383017,N
2013.0256E_5,4383538,N
2013.0256E_5,4383837,N
2011.1300X,4383993,N
1996.547E,4384087,N
2012.0203C,4384155,N
2012.0203B,4387041,N
2006.1523E,4388050,N
2005.0911V,4388165,N
2015-005727COA,4388205,N
2013.1757C,4388261,N
1996.547E,4388304,N
2015-005727COA,4388630,N
2013.0256E_5,4388670,N
2005.0911V,4389049,N
2015-005727COA,4389304,N
2012.1187X,4390265,N
2012.1187X,4390266,N
2012.1187X,4390267,N
2012.1187X,4390268,N
2013.0256E_5,4390301,N
1996.547E,4390303,N
1996.771E,4390337,N
2012.1398E,4390344,N
2007.0946E_14,4390395,N
2013.1184E,4390436,N
2007.0946E_14,4390485,N
2015-010314CUA,4390569,N
2013.1213CUA,4390716,N
2013.1213E,4390790,N
2013.1213E,4390791,N
2012.0203C,4390966,N
2015-009835CUA,4391342,N
1996.547E,4391382,N
1996.771E,4391383,N
2013.1213E,4391525,N
2015-000332CUA,4391601,N
2015-009835CUA,4391891,N
2013.1213E,4391913,N
1996.547E,4391960,N
1996.771E,4391961,N
2015-010314CUA,4392054,N
2013.1518E,4392129,N
2014.0912E,4392154,N
2013.1518E,4392554,N
2015-000332CUA,4392852,N
2013.1518E,4392965,N
2014.0912E,4393057,N
2015-010314CUA,4393103,N
2015-009835CUA,4393121,N
2013.1213E,4393168,N
1996.547E,4393251,N
1996.771E,4393252,N
2012.0203E_3,4393449,N
2013.1518E,4393533,N
2012.0203E_3,4393597,N
2013.1213CUA,4393636,N
1996.281E_11,4393780,N
2011.1370E,4393820,N
2005.1018E,4393823,N
1996.547E,4393847,N
1996.222E,4393981,N
1996.222E,4394838,N
2015-000332CUA,4394863,N
2013.1518E,4395078,N
2013.1518E,4395079,N
2012.0203E_3,4395212,N
2014.0912E,4395216,N
2015-010314CUA,4395284,N
2015-009835CUA,4395321,N
2013.1213E,4395400,N
1996.547E,4395560,N
1996.547E,4395561,N
1996.771E,4395562,N
2005.1018E,4395563,N
2011.1370E,4395564,N
2011.1370E,4395955,N
2013.1037E,4396142,N
2006.1523E,4396339,N
1996.222E,4396640,N
2015-000332CUA,4396670,N
2013.1518E,4396925,N
2013.1037E,4397016,N
2012.0203E_3,4397070,N
2014.0912E,4397074,N
2015-010314CUA,4397150,N
2006.1523E,4397159,N
2015-009835CUA,4397200,N
2013.1213E,4397308,N
1996.547E,4397492,N
1996.771E,4397493,N
2005.1018E,4397494,N
2011.1370E,4397495,N
2011.1370E,4397496,N
2012.0203C,4398068,N
2015-006047VAR,4398155,N
2015-006047VAR,4398157,N
2015-000889VAR-02,4398389,N
2006.1523E,4398966,N
2015-000889VAR-02,4399079,N
2006.1523E,4399209,N
2016-010095EEC,4399871,N
2015-005727COA,4399872,N
2015-000889VAR-02,4400104,N
2016-010095EEC,4400229,N
2015-005727COA,4400234,N
2006.1523E,4400370,N
2015-000732VAR,4401283,N
2005.1074E_3,4401302,N
2014.0912E,4401369,N
1996.547E,4401380,N
2015-000889VAR-02,4401624,N
2016-010095EEC,4401810,N
2015-005727COA,4401819,N
2006.1523E,4402011,N
2015-000732VAR,4402161,N
1996.547E,4402310,N
2014.0912E,4402311,N
2014.0912E,4402635,N
2014.1591C,4402643,N
2006.1523E,4402738,N
2013.1383E,4402746,N
2007.0946E_14,4402928,N
2013.1213CUA,4402993,N
2013.1383E,4403083,N
2013.0698X,4403518,N
2014.0008CUA,4403578,N
2014.0008CUA,4403579,N
2013.0485X,4403719,N
2013.1125C,4403752,N
2013.0485X,4404384,N
2013.1125C,4404572,N
2015-009485VAR,4405273,N
2013.0485X,4405351,N
2013.1125C,4405801,N
2013.0485X,4406697,N
2013.1125C,4407354,N
2015-009485VAR,4407361,N
2006.0868E,4408191,N
1996.771E,4408384,N
2006.0441E_5,4408387,N
2012.0086E,4408393,N
1996.547E,4408394,N
2012.0086E,4408398,N
2006.0868E,4408540,N
2013.0485X,4408634,N
1996.547E,4409475,N
2013.1125C,4409492,N
2015-009485VAR,4409503,N
2012.0086E,4410175,N
2012.0086E,4410176,N
1996.547E,4410265,N
2016-000455CUA,4410529,N
2016-006670GPR,4410711,N
2013.0698X,4410755,N
2006.0868E,4410788,N
2012.0203E_3,4411867,N
2012.1445E,4411963,N
2011.1122E_3,4412267,N
2011.1370E,4412268,N
1996.281E_11,4412273,N
2012.0086E,4412278,N
2012.0203E_3,4412713,N
2012.1445E,4412714,N
1996.281E_11,4412968,N
2012.0086E,4412969,N
1996.281E_11,4413307,N
2010.0305E_3,4413308,N
2011.1370E,4413310,N
2016-010095EEC,4413585,N
2016-010095EEC,4414044,N
2012.0203E_3,4414178,N
2012.1445E,4414179,N
1996.281E_11,4414505,N
1996.281E_11,4414506,N
2010.0305E_3,4414507,N
2011.1370E,4414508,N
2012.0086E,4414509,N
2014.1192C,4414915,N
2014.1441E,4415043,N
2016-010095EEC,4415078,N
2016-010095EEC,4415969,N
2016-010095EEC,4415970,N
2012.0203E_3,4416151,N
2012.1445E,4416152,N
1996.281E_11,4416551,N
2010.0305E_3,4416552,N
2011.1370E,4416553,N
2012.0086E,4416554,N
2014.1192C,4416683,N
2014.1399X,4416922,N
2013.0862C,4417107,N
2013.1005X,4417109,N
2015-016017VAR,4417110,N
2015-002643VAR,4417111,N
2010.0305E_3,4417545,N
2012.0086E,4417547,N
2013.0698X,4417833,N
2012.0403W,4418008,N
2006.1523E,4418086,N
2015-010521CUA,4418958,N
2014-000609CUA,4419454,N
2014-000609CUA,4419941,N
2004.1005E_3,4420558,N
2007.0946E_14,4420615,N
2007.0946E_14,4420934,N
