RecordID,REVIEW_TYPE,closedate
2007.0312E,Categorical Exemption-Stamp,3/30/2007
2007.0316E,Categorical Exemption-Certificate,9/4/2007
2007.0317E,Categorical Exemption-Certificate,6/7/2007
2007.0318E,Categorical Exemption-Stamp,6/12/2007
2007.0341E,Categorical Exemption-Stamp,4/11/2007
2006.1251E,Categorical Exemption-Stamp,7/31/2009
2007.0327E,Categorical Exemption-Certificate,7/17/2007
2007.0330E,Categorical Exemption-Stamp,4/11/2007
2007.0339E,Categorical Exemption-Stamp,4/17/2007
2006.0995E,Categorical Exemption-Certificate,6/3/2010
2006.1519E,Categorical Exemption-Certificate,11/16/2007
2007.0337E,Categorical Exemption-Stamp,4/11/2007
2007.0340E,Categorical Exemption-Stamp,4/11/2007
2007.0342E,Categorical Exemption-Stamp,4/11/2007
2007.0343E,Categorical Exemption-Certificate,9/21/2007
2007.0347E,Initial Study-Negative Declaration,11/26/2008
2007.0421E,Categorical Exemption-Certificate,11/1/2007
2007.0422E,Categorical Exemption-Certificate,5/1/2007
2007.0426E,Categorical Exemption-Certificate,5/14/2007
2007.0392E,Categorical Exemption-Stamp,2/20/2014
2007.0394E,Categorical Exemption-Certificate,8/30/2007
2006.1340E,Categorical Exemption-Stamp,4/24/2007
2007.0399E,Categorical Exemption-Stamp,4/24/2007
2007.0425E,Categorical Exemption-Stamp,7/18/2007
2007.0427E,Initial Study-Negative Declaration,12/4/2008
2007.0495E,Categorical Exemption-Stamp,5/4/2007
2007.0566E,Categorical Exemption-Stamp,5/17/2007
2006.1111E,Categorical Exemption-Certificate,8/30/2007
2007.0242E,Categorical Exemption-Stamp,5/4/2007
2007.0437E,Categorical Exemption-Certificate,5/7/2007
2007.0439E,Categorical Exemption-Certificate,1/12/2008
2007.0440E,Categorical Exemption-Stamp,5/4/2007
2007.0431E,Categorical Exemption-Stamp,5/10/2007
2007.0450E,Categorical Exemption-Stamp,5/11/2007
2006.0892E,Categorical Exemption-Stamp,5/25/2007
2007.0455E,Categorical Exemption-Stamp,5/15/2007
2007.0573E,Categorical Exemption-Stamp,6/13/2007
2007.0392E_3,Initial Study-Negative Declaration,7/14/2008
2007.0456E,Initial Study-Negative Declaration,5/21/2019
2007.0458E,Categorical Exemption-Stamp,5/17/2007
2007.0463E,Initial Study-Negative Declaration,1/9/2010
2007.0473E,Categorical Exemption-Stamp,5/17/2007
2007.0462E,Categorical Exemption-Certificate,11/26/2007
2007.0474E,Categorical Exemption-Stamp,9/12/2007
2007.0475E,Categorical Exemption-Stamp,10/15/2007
2007.0476E,Categorical Exemption-Stamp,11/16/2007
2007.0478E,Categorical Exemption-Stamp,6/12/2007
2004.0764E_3,Environmental Impact Report,4/7/2007
2007.0482E,Categorical Exemption-Certificate,5/25/2007
2007.0483E,Categorical Exemption-Stamp,5/25/2007
2007.0485E,Categorical Exemption-Stamp,5/22/2007
2005.0927E_3,Initial Study-Negative Declaration,3/22/2008
2007.0486E,Categorical Exemption-Stamp,5/23/2007
2007.0488E,Categorical Exemption-Stamp,5/30/2007
2007.0489E,Categorical Exemption-Certificate,5/30/2007
2007.0492E,Categorical Exemption-Stamp,5/25/2007
2007.0494E,Categorical Exemption-Stamp,7/30/2007
2007.0496E,Categorical Exemption-Stamp,5/25/2007
2007.0497E,Categorical Exemption-Stamp,5/25/2007
2007.0499E,Categorical Exemption-Stamp,5/31/2007
2007.0506E,Categorical Exemption-Stamp,5/25/2007
2007.0501E,Categorical Exemption-Stamp,5/29/2007
2004.0093E_5,Environmental Impact Report,2/21/2013
2007.0520E,Categorical Exemption-Certificate,6/5/2007
2007.0521E,Categorical Exemption-Certificate,6/5/2007
2007.0522E,Categorical Exemption-Stamp,6/5/2007
2007.0523E,Categorical Exemption-Certificate,6/5/2007
2007.0524E,Categorical Exemption-Stamp,6/5/2007
2007.0525E,Categorical Exemption-Stamp,6/5/2007
2007.0526E,Categorical Exemption-Certificate,6/5/2007
2007.0527E,Categorical Exemption-Certificate,6/5/2007
2007.0579E,Categorical Exemption-Stamp,6/1/2007
2007.0537E,Categorical Exemption-Stamp,6/7/2007
2007.0547E,Categorical Exemption-Stamp,6/14/2007
2007.0561E,Categorical Exemption-Stamp,6/14/2007
2007.0574E,Categorical Exemption-Certificate,6/8/2008
2007.0591E,Categorical Exemption-Certificate,11/17/2008
2007.0667E,Categorical Exemption-Stamp,2/4/2008
2006.1430E,Categorical Exemption-Stamp,6/12/2007
2007.0388E,Categorical Exemption-Class 32,7/18/2007
2007.0575E,Categorical Exemption-Certificate,6/14/2007
2007.0576E,Categorical Exemption-Stamp,7/1/2008
2007.0577E,Categorical Exemption-Stamp,6/14/2007
2007.0580E,Categorical Exemption-Stamp,12/10/2007
2007.0586E,Categorical Exemption-Stamp,6/14/2007
2007.0589E,Categorical Exemption-Stamp,6/18/2007
2007.0592E,Categorical Exemption-Stamp,6/15/2007
2007.0593E,Categorical Exemption-Stamp,6/18/2007
2007.0607E,Categorical Exemption-Stamp,6/20/2007
2007.0588E,Categorical Exemption-Stamp,6/19/2007
2007.0597E,Categorical Exemption-Stamp,7/2/2007
2007.0603E,Initial Study-Negative Declaration,8/2/2007
2007.0608E,Categorical Exemption-Stamp,6/21/2007
2007.0613E,Categorical Exemption-Stamp,6/21/2007
2007.0614E,Categorical Exemption-Stamp,6/21/2007
2007.0626E,Categorical Exemption-Certificate,9/21/2007
2007.0627E,Categorical Exemption-Certificate,4/17/2008
2007.0629E,Categorical Exemption-Stamp,9/21/2007
2007.0631E,Categorical Exemption-Stamp,6/25/2007
2007.0657E,Categorical Exemption-Stamp,6/27/2007
2007.0536E,Categorical Exemption-Stamp,6/29/2007
2007.0594E,Categorical Exemption-Stamp,6/29/2007
2007.0632E,Categorical Exemption-Stamp,6/29/2007
2007.0663E,Categorical Exemption-Stamp,6/29/2007
2007.0664E,Categorical Exemption-Stamp,6/29/2007
2007.0665E,Categorical Exemption-Stamp,6/29/2007
2007.0673E,Categorical Exemption-Stamp,6/29/2007
2006.0400E,Categorical Exemption-Certificate,1/17/2008
2007.0435E,Categorical Exemption-Stamp,3/28/2016
2007.0670E,Initial Study-Negative Declaration,4/22/2008
2007.0671E,Categorical Exemption-Stamp,7/3/2007
2007.0676E,Categorical Exemption-Certificate,9/20/2007
2007.0681E,Categorical Exemption-Stamp,6/29/2007
2007.0689E,Initial Study-Negative Declaration,6/11/2008
2007.0690E,Initial Study-Negative Declaration,6/11/2008
2007.0957E,Categorical Exemption-Stamp,8/20/2007
2007.0966E,Categorical Exemption-Certificate,11/18/2008
2007.0699E,Categorical Exemption-Stamp,7/11/2007
2007.0781E,Categorical Exemption-Stamp,7/25/2007
2007.0713E,Categorical Exemption-Stamp,7/25/2007
2007.0721E,Categorical Exemption-Stamp,7/19/2007
2007.0595E,Categorical Exemption-Stamp,7/26/2007
2007.0604E,Initial Study-Negative Declaration,1/23/2019
2007.0726E,Categorical Exemption-Stamp,7/19/2007
2007.0679E,Categorical Exemption-Class 32,9/17/2007
2007.0732E,Initial Study-Negative Declaration,7/24/2007
2007.0733E,Categorical Exemption-Stamp,7/20/2007
2007.0923E,Categorical Exemption-Stamp,12/7/2007
2007.0735E,Categorical Exemption-Stamp,7/23/2007
2007.0782E,Categorical Exemption-Stamp,8/16/2007
2007.0811E,Categorical Exemption-Certificate,1/23/2009
2007.0814E,Categorical Exemption-Certificate,10/5/2007
2007.0815E,Categorical Exemption-Certificate,8/14/2007
2007.0816E,Categorical Exemption-Certificate,2/26/2008
2007.0817E,Categorical Exemption-Certificate,11/28/2007
2007.0819E,Categorical Exemption-Certificate,1/17/2008
2007.0820E,Categorical Exemption-Stamp,7/27/2007
2007.0821E,Categorical Exemption-Stamp,7/27/2007
2007.0822E,Categorical Exemption-Stamp,7/27/2007
2007.0823E,Categorical Exemption-Stamp,7/27/2007
2007.0871E,Categorical Exemption-Certificate,1/15/2008
2007.0840E,Categorical Exemption-Stamp,7/31/2007
2006.0460E_3,Environmental Impact Report,1/19/2008
2007.0457E,Categorical Exemption-Stamp,8/1/2007
2007.0812E,Categorical Exemption-Stamp,8/21/2007
2007.0916E,Categorical Exemption-Stamp,8/14/2007
2006.0475E,Categorical Exemption-Certificate,1/13/2011
2007.0684E,Categorical Exemption-Stamp,3/20/2008
2007.0848E,Categorical Exemption-Stamp,8/6/2007
2007.0866E,Categorical Exemption-Certificate,11/21/2007
2007.0869E,Categorical Exemption-Stamp,8/10/2007
2007.0870E,Categorical Exemption-Stamp,8/8/2007
2007.0876E,Categorical Exemption-Stamp,8/21/2007
2007.0912E,Categorical Exemption-Stamp,8/21/2007
2007.0914E,Categorical Exemption-Stamp,8/21/2007
2007.0964E,Categorical Exemption-Stamp,8/28/2007
2007.0977E,Categorical Exemption-Stamp,8/31/2007
2007.0980E,Categorical Exemption-Class 32,4/18/2008
2007.0432E,Categorical Exemption-Certificate,7/27/2011
2007.0674E,Categorical Exemption-Certificate,3/3/2008
2007.0915E,Categorical Exemption-Stamp,8/14/2007
2007.0919E,Categorical Exemption-Stamp,8/14/2007
2007.0921E,Categorical Exemption-Certificate,12/4/2007
2007.0924E,Categorical Exemption-Stamp,8/15/2007
2007.0932E,Categorical Exemption-Stamp,8/15/2007
2007.0969E,Categorical Exemption-Stamp,3/20/2008
2007.0929E,Categorical Exemption-Stamp,8/31/2007
2007.0983E,Categorical Exemption-Stamp,8/31/2007
2007.0935E,Categorical Exemption-Stamp,9/27/2007
2007.0958E,Categorical Exemption-Stamp,8/27/2007
2007.0984E,Categorical Exemption-Stamp,9/11/2007
2007.0938E,Categorical Exemption-Certificate,6/26/2008
2007.0939E,Categorical Exemption-Stamp,8/22/2007
2007.0981E,Categorical Exemption-Stamp,8/31/2007
2007.0936E,Categorical Exemption-Stamp,8/27/2007
2007.0947E,Categorical Exemption-Stamp,8/27/2007
2007.0948E,Categorical Exemption-Stamp,8/27/2007
2007.0946E,Initial Study-Negative Declaration,8/31/2007
2007.1105E,Categorical Exemption-Stamp,9/21/2007
2006.1106E_3,Environmental Impact Report,1/27/2010
2007.0765E,Categorical Exemption-Stamp,9/12/2007
2007.0971E,Categorical Exemption-Stamp,9/11/2007
2007.0976E,Categorical Exemption-Stamp,8/31/2007
2007.1137E,Categorical Exemption-Stamp,10/3/2007
2007.1013E,Categorical Exemption-Stamp,9/6/2007
2007.1015E,Categorical Exemption-Stamp,4/17/2009
2007.1035E,Initial Study-Negative Declaration,9/8/2015
2007.1036E,Categorical Exemption-Stamp,9/7/2007
2007.1038E,Categorical Exemption-Certificate,3/20/2008
2007.1115E,Categorical Exemption-Stamp,9/25/2007
2007.1124E,Categorical Exemption-Stamp,10/12/2007
2007.0068E,Categorical Exemption-Stamp,9/12/2007
2007.1061E,Categorical Exemption-Stamp,9/12/2007
2007.1068E,Categorical Exemption-Stamp,9/14/2007
2007.1139E,Categorical Exemption-Stamp,10/3/2007
2007.1084E,Categorical Exemption-Certificate,8/7/2008
2007.1087E,Categorical Exemption-Stamp,9/18/2007
2007.1111E,Categorical Exemption-Stamp,10/9/2007
2007.1112E,Categorical Exemption-Stamp,10/3/2007
2007.1113E,Categorical Exemption-Stamp,9/25/2007
2007.1114E,Categorical Exemption-Stamp,10/3/2007
2007.1116E,Categorical Exemption-Stamp,9/25/2007
2007.1117E,Categorical Exemption-Certificate,1/6/2009
2007.1126E,Negative Declaration Addendum,10/12/2007
2007.1129E,Initial Study-Negative Declaration,11/8/2010
2007.1132E,Categorical Exemption-Stamp,11/5/2007
2007.1135E,Initial Study-Negative Declaration,3/5/2009
2007.1141E,Categorical Exemption-Stamp,11/16/2007
2007.0188E,Categorical Exemption-Certificate,7/11/2008
2007.1019E,Categorical Exemption-Certificate,1/10/2008
2007.1034E,Categorical Exemption-Stamp,10/29/2007
2007.1101E,Categorical Exemption-Stamp,10/16/2007
2007.1154E,Categorical Exemption-Stamp,10/10/2007
2007.1155E,Categorical Exemption-Stamp,10/12/2007
2007.1158E,Categorical Exemption-Certificate,12/21/2007
2007.1161E,Categorical Exemption-Stamp,10/12/2007
2007.1162E,Categorical Exemption-Stamp,10/16/2007
2007.1163E,Categorical Exemption-Stamp,10/26/2007
2007.1164E,Categorical Exemption-Stamp,10/26/2007
2007.0689E_3,Environmental Impact Report,7/29/2009
2007.0690E_3,Environmental Impact Report,7/29/2009
2007.1361E,Categorical Exemption-Stamp,3/18/2008
2007.1159E,Categorical Exemption-Stamp,10/19/2007
2007.1160E,Categorical Exemption-Stamp,10/19/2007
2007.1198E,Categorical Exemption-Stamp,10/26/2007
2007.1201E,Categorical Exemption-Stamp,12/26/2007
2007.1202E,Initial Study-Negative Declaration,9/28/2010
2007.1204E,Categorical Exemption-Stamp,10/26/2007
2007.1206E,Categorical Exemption-Stamp,10/26/2007
2007.1208E,Categorical Exemption-Certificate,12/11/2008
2007.1209E,Categorical Exemption-Certificate,10/16/2007
2007.1213E,Categorical Exemption-Stamp,10/17/2007
2007.1220E,Categorical Exemption-Stamp,10/18/2007
2007.1300E,Categorical Exemption-Stamp,11/6/2007
2007.1122E,Categorical Exemption-Stamp,8/19/2008
2007.1224E,Categorical Exemption-Stamp,10/26/2007
2007.1225E,Categorical Exemption-Certificate,10/3/2008
2007.1226E,Categorical Exemption-Stamp,11/27/2007
2007.1227E,Categorical Exemption-Certificate,2/11/2008
2007.1230E,Categorical Exemption-Certificate,8/26/2008
2007.1329E,Categorical Exemption-Stamp,11/21/2007
2007.0847E,Categorical Exemption-Certificate,2/25/2008
2007.1121E,Community Plan-Exemption/Exclusion,2/23/2009
2007.1231E,Categorical Exemption-Stamp,10/26/2007
2007.1429E,Categorical Exemption-Stamp,12/19/2007
2007.1245E,Categorical Exemption-Stamp,10/26/2007
2007.1246E,Categorical Exemption-Stamp,10/26/2007
2007.1247E,Categorical Exemption-Stamp,10/26/2007
2007.0535E,Categorical Exemption-Stamp,11/5/2007
2007.0728E_2,Categorical Exemption-Stamp,6/6/2008
2007.1014E,Categorical Exemption-Stamp,9/25/2008
2007.1249E,Categorical Exemption-Certificate,1/15/2010
2007.1255E,Environmental Impact Report,4/8/2010
2006.0864E,Categorical Exemption-Certificate,5/22/2008
2006.1525E_3,Categorical Exemption-Class 32,1/8/2008
2007.1156E,Categorical Exemption-Certificate,1/19/2011
2007.1259E,Categorical Exemption-Stamp,10/16/2008
2007.1260E,Categorical Exemption-Stamp,11/1/2007
2007.1261E,Categorical Exemption-Stamp,7/2/2008
2007.1262E,Categorical Exemption-Certificate,5/28/2008
2007.1265E,Categorical Exemption-Stamp,11/16/2007
2007.1266E,Categorical Exemption-Stamp,1/29/2008
2007.1010E,Categorical Exemption-Stamp,11/21/2007
2007.1271E,Categorical Exemption-Stamp,11/21/2007
2007.1267E,Negative Declaration Addendum,4/30/2008
2007.1276E,Categorical Exemption-Stamp,11/7/2007
2007.1277E,Categorical Exemption-Certificate,8/26/2008
2007.1278E,Categorical Exemption-Stamp,11/21/2007
2007.1283E,Categorical Exemption-Stamp,11/21/2007
2007.1284E,Categorical Exemption-Stamp,11/21/2007
2007.1285E,Categorical Exemption-Certificate,11/14/2007
2007.1298E,Categorical Exemption-Stamp,11/8/2007
2007.1323E,Categorical Exemption-Stamp,1/29/2008
2007.1330E,Categorical Exemption-Stamp,11/21/2007
2007.1369E,Categorical Exemption-Stamp,2/22/2008
2007.1333E,Categorical Exemption-Stamp,11/21/2007
2007.1336E,Categorical Exemption-Certificate,11/21/2007
2007.1337E,Categorical Exemption-Class 32,10/28/2008
2007.1338E,Categorical Exemption-Certificate,11/26/2007
2007.1039E,Categorical Exemption-Stamp,11/21/2007
2007.1272E,Categorical Exemption-Stamp,4/18/2008
2007.1342E,Initial Study-Negative Declaration,3/2/2009
2007.1347E,Categorical Exemption-Certificate,4/11/2019
2007.1350E,Categorical Exemption-Certificate,6/13/2008
2007.1351E,Categorical Exemption-Stamp,11/21/2007
2007.1352E,Categorical Exemption-Certificate,2/11/2008
2007.1353E,Categorical Exemption-Stamp,11/27/2007
2007.1354E,Categorical Exemption-Certificate,2/1/2008
2007.1355E,Categorical Exemption-Stamp,12/21/2007
2007.1359E,Categorical Exemption-Stamp,2/7/2008
2007.1360E,Categorical Exemption-Certificate,7/2/2008
2007.1258E,Initial Study-Negative Declaration,11/27/2007
2007.1332E,Categorical Exemption-Certificate,1/17/2008
2007.1364E,Categorical Exemption-Stamp,11/28/2007
2007.1365E,Categorical Exemption-Stamp,11/28/2007
2007.1420E,Categorical Exemption-Stamp,12/26/2007
2006.1202E_3,Environmental Impact Report,10/16/2012
2006.1308E_3,Environmental Impact Report,6/3/2008
2007.0946E_3,Environmental Impact Report,11/12/2009
2002.0133E_5,Environmental Impact Report,1/7/2010
2003.0655E_3,Environmental Impact Report,5/15/2008
2004.1094E_3,Environmental Impact Report,11/5/2007
2005.0963E_3,Environmental Impact Report,9/8/2010
2006.0536E_3,Environmental Impact Report,10/7/2010
2006.0848E_3,Environmental Impact Report,4/1/2009
2007.0030E_4,Environmental Impact Report,3/22/2012
2007.0039E_3,Environmental Impact Report,9/20/2012
2007.0427E_3,Environmental Impact Report,8/25/2008
2007.0705E,Categorical Exemption-Certificate,3/3/2008
2007.0468E,Categorical Exemption-Stamp,1/14/2008
2007.1378E,Categorical Exemption-Certificate,1/17/2008
2007.1379E,Categorical Exemption-Class 32,4/18/2008
2007.1380E,Categorical Exemption-Certificate,3/26/2008
2007.1381E,Categorical Exemption-Certificate,1/17/2008
2007.1384E,Categorical Exemption-Stamp,12/6/2007
2007.0128E_3,Environmental Impact Report,10/8/2008
2007.1250E,Community Plan-Determination,3/12/2009
2007.1394E,Categorical Exemption-Certificate,2/14/2008
2007.1395E,Categorical Exemption-Certificate,5/28/2008
2007.1396E,Categorical Exemption-Stamp,1/8/2008
2007.1397E,Categorical Exemption-Class 32,6/6/2008
2007.1398E,Categorical Exemption-Certificate,12/14/2007
2007.1399E,Categorical Exemption-Certificate,3/3/2008
2007.1383E,Categorical Exemption-Certificate,5/9/2008
2007.1423E,Categorical Exemption-Stamp,12/26/2007
2007.1424E,Categorical Exemption-Stamp,1/4/2008
2007.1425E,Categorical Exemption-Stamp,12/31/2007
2007.1328E,Categorical Exemption-Certificate,11/28/2007
2007.1437E,Initial Study-Negative Declaration,5/6/2008
2007.1444E,Categorical Exemption-Stamp,12/20/2007
2007.1445E,Categorical Exemption-Stamp,1/4/2008
2007.1446E,Categorical Exemption-Stamp,1/4/2008
2007.1447E,Categorical Exemption-Stamp,12/31/2007
2007.1457E,Initial Study-Negative Declaration,10/25/2008
2007.0785E,Categorical Exemption-Certificate,2/5/2008
2007.1461E,Categorical Exemption-Certificate,1/9/2008
2007.1462E,Categorical Exemption-Certificate,4/2/2008
2007.1463E,Categorical Exemption-Stamp,12/31/2007
2007.1464E,Initial Study-Negative Declaration,4/22/2009
2007.1465E,Categorical Exemption-Stamp,12/31/2007
2007.1466E,Categorical Exemption-Stamp,12/31/2007
2007.1240E,Categorical Exemption-Certificate,8/5/2009
2007.1470E,Categorical Exemption-Certificate,3/7/2008
