REC_NUM,EXPIRATION_DATE,EXPIRATION_STATUS,B1_PER_CATEGORY,APPLICATION_NAME,OPENED_DATE,RECORD_STATUS
2015-003048STR,4/9/2021,Active,STR,1539 Guerrero Street,3/12/2015,Closed - Approved
2015-003054STR,4/9/2021,Active,STR,283 Fair Oaks Street,3/12/2015,Closed - Approved
2019-005009STR,4/10/2021,Active,STR,1762 45th Avenue,4/10/2019,Closed - Approved
2019-004558STR,4/10/2021,Active,STR,3465 17th Street Unit A,4/1/2019,Closed - Approved
2019-005053STR,4/10/2021,Active,STR,189 College Avenue Apt 2,4/10/2019,Closed - Approved
2019-004998STR,4/11/2021,Active,STR,1335 44th Avenue,4/10/2019,Closed - Approved
2017-014151STR,4/11/2021,Active,STR,724 Brazil Avenue STR,11/3/2017,Closed - Approved
2017-004259STR,4/11/2021,Active,STR,709 Buchanan Street,4/6/2017,Closed - Approved
2015-003475STR,4/14/2021,Active,STR,1517 45th Ave.,3/19/2015,Closed - Approved
2015-003517STR,4/14/2021,Active,STR,156 Lower Terrace,3/19/2015,Closed - Approved
2019-005204STR,4/14/2021,Active,STR,215 Virginia Avenue,4/15/2019,Closed - Approved
2019-004838STR,4/14/2021,Active,STR,318 Walnut Street,4/5/2019,Closed - Approved
2018-013579STR,4/14/2021,Active,STR,2553 23RD AVENUE,10/4/2018,Closed - Approved
2018-014014STR,4/14/2021,Active,STR,511 CENTRAL AVENUE,10/15/2018,Closed - Approved
2019-005048STR,4/14/2021,Active,STR,741 Noe Street,4/10/2019,Closed - Approved
2018-005179STR,4/15/2021,Active,STR,1947 Funston Avenue,1/16/2018,Closed - Approved
2018-000057STR,4/15/2021,Active,STR,1630 Clay Street Unit 4,12/22/2017,Closed - Approved
2018-000570STR,4/15/2021,Active,STR,2034 Lake Street STR,1/5/2018,Closed - Approved
2015-003394STR,4/15/2021,Active,STR,1600 Baker Street,3/18/2015,Closed - Approved
2018-000586STR,4/16/2021,Active,STR,360 Cresta Vista Drive STR (DUPLICATE husband has a cert.),1/7/2018,Closed - Approved
2018-014646STR,4/17/2021,Active,STR,1344 Minna Street Unit A,10/25/2018,Closed - Approved
2019-005342STR,4/17/2021,Active,STR,2242 Leavenworth Street,4/17/2019,Closed - Approved
2019-005375STR,4/18/2021,Active,STR,305 Castro Street Apt. 2,4/17/2019,Closed - Approved
2019-005370STR,4/18/2021,Active,STR,77 Caine Avenue,4/17/2019,Closed - Approved
2018-000146STR,4/21/2021,Active,STR,950 Harrison Street #208,11/25/2017,Closed - Approved
2019-005453STR,4/21/2021,Active,STR,184 Precita Avenue,4/18/2019,Closed - Approved
2019-005325STR,4/22/2021,Active,STR,1708 Fell Street Apt 3,4/17/2019,Closed - Approved
2015-002106STR,4/22/2021,Active,STR,3940 20th Street,2/24/2015,Closed - Approved
2018-005162STR,4/23/2021,Active,STR,2415 Van Ness Avenue Unit 605,2/16/2018,Closed - Approved
2017-004255STR,4/23/2021,Active,STR,183 Monterey Blvd,4/6/2017,Closed - Approved
2017-004896STR,4/23/2021,Active,STR,"3025 20th Street, #C",4/20/2017,Closed - Approved
2019-005820STR,4/24/2021,Active,STR,166 Hartford Street,4/24/2019,Closed - Approved
2019-005829STR,4/24/2021,Active,STR,515 Arkansas Street,4/24/2019,Closed - Approved
2019-004697STR,4/24/2021,Active,STR,2820 Baker Street,4/3/2019,Closed - Approved
2019-005838STR,4/24/2021,Active,STR,168 Dolores Street,4/24/2019,Closed - Approved
2019-005784STR,4/24/2021,Active,STR,147 Monterey Boulevard,4/24/2019,Closed - Approved
2016-005944STR,4/25/2021,Active,STR,400 A PENNSYLVANIA AVE,5/6/2016,Closed - Approved
2019-005932STR,4/25/2021,Active,STR,2516 McAllister Street,4/26/2019,Closed - Approved
2019-005936STR,4/25/2021,Active,STR,1628 Lane Street,4/26/2019,Closed - Approved
2019-005330STR,4/25/2021,Active,STR,27 Judah Street,4/17/2019,Closed - Approved
2017-005004STR,4/26/2021,Active,STR,136 Randall Street,4/24/2017,Closed - Approved
2015-001538STR,4/26/2021,Active,STR,273 Lexington Street Apt. B,2/11/2015,Closed - Approved
2015-004198STR,4/27/2021,Active,STR,4489 24th St.,4/2/2015,Closed - Approved
2015-003276STR,4/27/2021,Active,STR,1144 Ingerson Avenue,3/17/2015,Closed - Approved
2015-003280STR,4/27/2021,Active,STR,151 Precita Avenue,3/17/2015,Closed - Approved
2015-003273STR,4/27/2021,Active,STR,563 Vermont Street,3/17/2015,Closed - Approved
2015-004046STR,4/28/2021,Active,STR,170 Duncan St.,3/31/2015,Closed - Approved
2019-005979STR,4/28/2021,Active,STR,355 Highland Avenue,4/29/2019,Closed - Approved
2019-005970STR,4/28/2021,Active,STR,56 Mizpah Street,4/29/2019,Closed - Approved
2015-004013STR,4/28/2021,Active,STR,3749 20th St.,3/30/2015,Closed - Approved
2015-003627STR,4/29/2021,Active,STR,1038 14th Street,3/23/2015,Closed - Approved
2015-004134STR,4/29/2021,Active,STR,2283 Turk St.  #1,4/1/2015,Closed - Approved
2019-006078STR,4/29/2021,Active,STR,248 Elsie Street,4/30/2019,Closed - Approved
2015-004161STR,4/29/2021,Active,STR,1250 Monterey Blvd.,4/2/2015,Closed - Approved
2015-004097STR,4/29/2021,Active,STR,62 Nordhoff Street,4/1/2015,Closed - Approved
2015-004095STR,4/29/2021,Active,STR,3857 20th Street,4/1/2015,Closed - Approved
2015-003602STR,4/29/2021,Active,STR,402 27th Street,3/23/2015,Closed - Approved
2018-011220STR,4/30/2021,Active,STR,1800 Bryant Street Unit 101,8/15/2018,Closed - Approved
2019-005983STR,4/30/2021,Active,STR,778 40th Avenue,4/29/2019,Closed - Approved
2017-008820STR,4/30/2021,Active,STR,478 10th Avenue,7/11/2017,Closed - Approved
2018-004848STR,5/1/2021,Active,STR,1804 Filbert Street,1/15/2018,Closed - Approved
2015-003735STR,5/3/2021,Active,STR,3845 Cesar Chavez,3/24/2015,Closed - Approved
2015-003318STR,5/3/2021,Active,STR,1733 Noe Street,3/18/2015,Closed - Approved
2017-005449STR,5/4/2021,Active,STR,1410 Ingalls Street,5/3/2017,Closed - Approved
2017-001472STR,5/4/2021,Active,STR,1 Jade Place,2/3/2017,Closed - Approved
2017-002918STR,5/4/2021,Active,STR,4372 25th Street,3/9/2017,Closed - Approved
2019-006273STR,5/5/2021,Active,STR,2460 Green Street,5/3/2019,Closed - Approved
2015-003859STR,5/5/2021,Active,STR,65 Sequoia Way,3/26/2015,Closed - Approved
2018-017323STR,5/5/2021,Active,STR,2402 Washington Street,12/28/2018,Closed - Approved
2018-000160STR,5/5/2021,Active,STR,32 Varennes Street,9/23/2017,Closed - Approved
2019-006261STR,5/5/2021,Active,STR,75 Potomac Street,5/3/2019,Closed - Approved
2019-006219STR,5/5/2021,Active,STR,52 Santa Rosa Avenue,5/2/2019,Closed - Approved
2019-006312STR,5/5/2021,Active,STR,512 Shrader Street,5/3/2019,Closed - Approved
2019-006249STR,5/5/2021,Active,STR,189 Dolores Street Apt 1,5/3/2019,Closed - Approved
2019-006183STR,5/5/2021,Active,STR,1308 Valenica Street,5/2/2019,Closed - Approved
2019-006315STR,5/5/2021,Active,STR,885 Castro Street,5/3/2019,Closed - Approved
2015-003505STR,5/7/2021,Active,STR,135 Lexington Street,3/19/2015,Closed - Approved
2015-003769STR,5/7/2021,Active,STR,130 Carl Street,3/25/2015,Closed - Approved
2015-003802STR,5/7/2021,Active,STR,3051 A  Market St.,3/25/2015,Closed - Approved
2015-005169STR,5/7/2021,Active,STR,1006 Steiner St.,4/23/2015,Closed - Approved
2017-005636STR,5/7/2021,Active,STR,1431 Kirkham Street,5/5/2017,Closed - Approved
2017-005462STR,5/8/2021,Active,STR,2143 18th Avenue STR,5/3/2017,Closed - Approved
2019-006541STR,5/8/2021,Active,STR,7 Navajo Avenue,5/8/2019,Closed - Approved
2017-013254STR,5/8/2021,Active,STR,68 Harriet Street Unit 13,10/16/2017,Closed - Approved
2019-000044STR,5/9/2021,Active,STR,1123 Carolina Street,1/2/2019,Closed - Approved
2015-004189STR,5/10/2021,Active,STR,1153 Shotwell St.,4/2/2015,Closed - Approved
2015-004174STR,5/10/2021,Active,STR,1640 Grove Street,4/2/2015,Closed - Approved
2017-005634STR,5/10/2021,Active,STR,82 Lippard Avenue,5/5/2017,Closed - Approved
2015-003405STR,5/11/2021,Active,STR,263A Duncan St,3/18/2015,Closed - Approved
2015-003018STR,5/11/2021,Active,STR,"3025 20th Street, Unit B",3/11/2015,Closed - Approved
2017-005779STR,5/11/2021,Active,STR,2939 Irving Street,5/9/2017,Closed - Approved
2019-006683STR,5/12/2021,Active,STR,761 Tehama Street Apt. 4,5/13/2019,Closed - Approved
2019-006689STR,5/12/2021,Active,STR,168 Parque Drive,5/13/2019,Closed - Approved
2015-001425STR,5/12/2021,Active,STR,3724 Webster Street,2/9/2015,Closed - Approved
2015-004054STR,5/12/2021,Active,STR,453 Dolores St.,3/31/2015,Closed - Approved
2019-006664STR,5/12/2021,Active,STR,35 Rome Street,5/10/2019,Closed - Approved
2019-006679STR,5/12/2021,Active,STR,510 Shrader Street,5/13/2019,Closed - Approved
2015-002320STR,5/12/2021,Active,STR,31 Jansen Street,2/27/2015,Closed - Approved
2019-006529STR,5/12/2021,Active,STR,130 Nevada Street,5/8/2019,Closed - Approved
2019-006686STR,5/13/2021,Active,STR,903 Guerrero Street,5/13/2019,Closed - Approved
2017-005496STR,5/14/2021,Active,STR,2163 Grove Street,5/3/2017,Closed - Approved
2019-006832STR,5/15/2021,Active,STR,2259 41st Avenue,5/15/2019,Closed - Approved
2019-006823STR,5/15/2021,Active,STR,60 Collingwood Street,5/15/2019,Closed - Approved
2019-006858STR,5/15/2021,Active,STR,267 Buena Vista Avenue East,5/15/2019,Closed - Approved
2019-006868STR,5/15/2021,Active,STR,386 Noe Street Unit A,5/15/2019,Closed - Approved
2019-006187STR,5/15/2021,Active,STR,1240 5th Avenue,5/2/2019,Closed - Approved
2018-017330STR,5/15/2021,Active,STR,2033 Taraval Street Unit 202,12/28/2018,Closed - Approved
2017-005945STR,5/15/2021,Active,STR,630 Cole Street,5/11/2017,Closed - Approved
2017-006136STR,5/16/2021,Active,STR,227 Douglas Street,5/17/2017,Closed - Approved
2017-006017STR,5/16/2021,Active,STR,214 Corbett Avenue,5/15/2017,Closed - Approved
2017-004581STR,5/16/2021,Active,STR,115 Moffitt Street,4/13/2017,Closed - Approved
2017-005978STR,5/17/2021,Active,STR,1000 Eucalyptus Drive,5/12/2017,Closed - Approved
2018-014832STR,5/19/2021,Active,STR,600 Stanyan Street Unit 105,10/30/2018,Closed - Approved
2019-007028STR,5/19/2021,Active,STR,5 Sumner Street,5/20/2019,Closed - Approved
2018-008656STR,5/19/2021,Active,STR,4069 19th Street Unit B,6/19/2018,Closed - Approved
2019-006547STR,5/20/2021,Active,STR,633 28th Avenue,5/8/2019,Closed - Approved
2018-000353STR,5/20/2021,Active,STR,3685 24th St,12/12/2017,Closed - Approved
2019-005824STR,5/20/2021,Active,STR,862 Wisconsin Street,4/24/2019,Closed - Approved
2015-005143STR,5/21/2021,Active,STR,1918 Jones St.,4/23/2015,Closed - Approved
2015-005162STR,5/21/2021,Active,STR,3625A 17th Street,4/23/2015,Closed - Approved
2015-004233STR,5/21/2021,Active,STR,184 Lippard Ave.,4/3/2015,Closed - Approved
2018-004817STR,5/22/2021,Active,STR,300 Yerba Buena Avenue,1/7/2018,Closed - Approved
2019-007204STR,5/22/2021,Active,STR,965 Elizabeth Street,5/22/2019,Closed - Approved
2019-001536STR,5/27/2021,Active,STR,1754 Grove Street,2/7/2019,Closed - Approved
2015-001824STR,5/27/2021,Active,STR,113 Warren Drive,2/18/2015,Closed - Approved
2019-005059STR,5/27/2021,Active,STR,2473 20th Avenue,4/10/2019,Closed - Approved
2015-003895STR,5/27/2021,Active,STR,65 Midcrest Way,3/26/2015,Closed - Approved
2019-006852STR,5/27/2021,Active,STR,386 Noe Street,5/15/2019,Closed - Approved
2015-002551STR,5/27/2021,Active,STR,166 Palo Alto Avenue,3/2/2015,Closed - Approved
2015-004477STR,5/28/2021,Active,STR,634 12th Avenue,4/9/2015,Closed - Approved
2018-004951STR,5/29/2021,Active,STR,133 Eureka Street,3/13/2018,Closed - Approved
2019-011882STR,5/29/2021,Active,STR,137 Paris Street,5/29/2019,Closed - Approved
2019-011876STR,5/29/2021,Active,STR,630 12th Avenue,5/29/2019,Closed - Approved
2019-011881STR,5/30/2021,Active,STR,489 Sanchez Street,5/29/2019,Closed - Approved
2019-011896STR,5/30/2021,Active,STR,199 Chestnut Street Apt. 1,5/29/2019,Closed - Approved
2015-001626STR,6/2/2021,Active,STR,643 Pennsylvania Ave,2/12/2015,Closed - Approved
2019-007242STR,6/2/2021,Active,STR,135 Pierce Street,5/22/2019,Closed - Approved
2015-003414STR,6/3/2021,Active,STR,2710 Pine St.,3/18/2015,Closed - Approved
2019-012142STR,6/3/2021,Active,STR,195 2nd Avenue Apt 10,6/4/2019,Closed - Approved
2019-012227STR,6/4/2021,Active,STR,1335 31st Avenue,6/5/2019,Closed - Approved
2015-004485STR,6/4/2021,Active,STR,1524 McAllister St.,4/9/2015,Closed - Approved
2015-004487STR,6/4/2021,Active,STR,1646 Grove St.,4/9/2015,Closed - Approved
2015-005644STR,6/4/2021,Active,STR,73 Pond St.,5/5/2015,Closed - Approved
2019-005094STR,6/5/2021,Active,STR,2415 21st Avenue,4/11/2019,Closed - Approved
2019-002180STR,6/5/2021,Active,STR,1316 Portola Drive,2/21/2019,Closed - Approved
2019-005953STR,6/5/2021,Active,STR,145 Swiss Avenue,4/29/2019,Closed - Approved
2019-005054STR,6/5/2021,Active,STR,2 Agnon Avenue,4/10/2019,Closed - Approved
2018-004913STR,6/5/2021,Active,STR,163 Forest Side Avenue,2/25/2018,Closed - Approved
2015-005369STR,6/7/2021,Active,STR,844 Presidio Ave.,4/29/2015,Closed - Approved
2017-006167STR,6/8/2021,Active,STR,1545 Sacramento Street Unit 6,5/17/2017,Closed - Approved
2015-004606STR,6/8/2021,Active,STR,21 Willard North,4/13/2015,Closed - Approved
2015-005088STR,6/8/2021,Active,STR,260 Maywood Dr.,4/22/2015,Closed - Approved
2015-004757STR,6/8/2021,Active,STR,110 Pierce St.,4/15/2015,Closed - Approved
2015-004338STR,6/8/2021,Active,STR,261 Downey St.,4/7/2015,Closed - Approved
2015-005758STR,6/9/2021,Active,STR,1501 Quesada Ave.,5/7/2015,Closed - Approved
2018-000078STR,6/10/2021,Active,STR,562 Page St,10/27/2017,Closed - Approved
2017-005224STR,6/13/2021,Active,STR,5846 California Street,4/27/2017,Closed - Approved
2017-004830STR,6/13/2021,Active,STR,"1035 Bush Street, Apt 16",4/19/2017,Closed - Approved
2015-006647STR,6/14/2021,Active,STR,476 15th Ave.,5/28/2015,Closed - Approved
2015-002915STR,6/14/2021,Active,STR,240 Gellert Dr.,3/10/2015,Closed - Approved
2015-007283STR,6/14/2021,Active,STR,2720 Bryant St.,6/9/2015,Closed - Approved
2019-004381STR,6/17/2021,Active,STR,461 Hayes Street,3/27/2019,Closed - Approved
2015-004066STR,6/18/2021,Active,STR,889 40th Ave.,3/31/2015,Closed - Approved
2019-012936STR,6/18/2021,Active,STR,1635 45th Avenue,6/19/2019,Closed - Approved
2019-012829STR,6/19/2021,Active,STR,45 Grattan Street,6/18/2019,Closed - Approved
2018-004838STR,6/20/2021,Active,STR,1081 Pine Street Unit 3 (or 301),1/12/2018,Closed - Approved
2017-006045STR,6/21/2021,Active,STR,1463 40th Avenue,5/15/2017,Closed - Approved
2017-007698STR,6/21/2021,Active,STR,440 Myra Way,6/20/2017,Closed - Approved
2017-006879STR,6/22/2021,Active,STR,1886 14th Avenue,6/2/2017,Closed - Approved
2019-004696STR,6/24/2021,Active,STR,3460 Pierce Street,4/3/2019,Closed - Approved
2019-013170STR,6/25/2021,Active,STR,1266 7th Avenue,6/26/2019,Closed - Approved
2018-000105STR,6/26/2021,Active,STR,3789 Fillmore Street Unit 7,10/13/2017,Closed - Approved
2017-006734STR,6/28/2021,Active,STR,86 John Street STR,5/31/2017,Closed - Approved
2015-007902STR,6/29/2021,Active,STR,1726 43rd Ave.,6/23/2015,Closed - Approved
2018-011830STR,7/1/2021,Active,STR,747 Waller Street,8/29/2018,Closed - Approved
2018-005114STR,7/1/2021,Active,STR,1009 Brazil Avenue,2/16/2018,Closed - Approved
2019-013564STR,7/2/2021,Active,STR,165 Seal Rock Drive,7/3/2019,Closed - Approved
2018-004994STR,7/4/2021,Active,STR,339 Shotwell St,1/16/2018,Closed - Approved
2015-008197STR,7/5/2021,Active,STR,406 44th Ave.,6/30/2015,Closed - Approved
2015-008230STR,7/5/2021,Active,STR,132 Bartlett St.,7/1/2015,Closed - Approved
2018-005054STR,7/7/2021,Active,STR,2131 35th Avenue,2/16/2018,Closed - Approved
2018-005078STR,7/7/2021,Active,STR,147 Precita Avenue,2/16/2018,Closed - Approved
2018-005128STR,7/9/2021,Active,STR,1459 18th Avenue,2/16/2018,Closed - Approved
2018-005119STR,7/9/2021,Active,STR,933 Noe Street,2/16/2018,Closed - Approved
2019-013772STR,7/10/2021,Active,STR,714 Guerrero Street,7/10/2019,Closed - Approved
2019-013767STR,7/10/2021,Active,STR,2334 21st avenue,7/10/2019,Closed - Approved
2019-013776STR,7/10/2021,Active,STR,1427 Baker Street,7/10/2019,Closed - Approved
2019-013784STR,7/10/2021,Active,STR,8325 Geary Blvd,7/10/2019,Closed - Approved
2019-013782STR,7/10/2021,Active,STR,232 Ripley Street,7/10/2019,Closed - Approved
2019-013781STR,7/10/2021,Active,STR,518 19th Avenue,7/10/2019,Closed - Approved
2017-016206STR,7/11/2021,Active,STR,1118 CAPITOL AVENUE,12/19/2017,Closed - Approved
2018-005081STR,7/11/2021,Active,STR,51 Santa Marina Street,2/16/2018,Closed - Approved
2015-008723STR,7/12/2021,Active,STR,809 Marina Blvd.,7/10/2015,Closed - Approved
2015-008686STR,7/13/2021,Active,STR,380 Missouri St.,7/9/2015,Closed - Approved
2015-007060STR,7/13/2021,Active,STR,4161 20th St.,6/4/2015,Closed - Approved
2015-008878STR,7/14/2021,Active,STR,230 Bennington  St.,7/14/2015,Closed - Approved
2015-008890STR,7/14/2021,Active,STR,532 Franconia St.,7/14/2015,Closed - Approved
2019-014036STR,7/15/2021,Active,STR,360 ARLINGTON ST,7/16/2019,Closed - Approved
2019-013974STR,7/15/2021,Active,STR,2530 Sacramento Street,7/16/2019,Closed - Approved
2019-014035STR,7/15/2021,Active,STR,158 SPROULE LN,7/16/2019,Closed - Approved
2019-003557STR,7/16/2021,Active,STR,2251 42nd Avenue,3/12/2019,Closed - Approved
2019-014068STR,7/16/2021,Active,STR,9 05TH AVE,7/17/2019,Closed - Approved
2017-015900STR,7/16/2021,Active,STR,1234 4th Avenue,12/13/2017,Closed - Approved
2017-005770STR,7/17/2021,Active,STR,15 Stone Street,5/9/2017,Closed - Approved
2019-000936STR,7/17/2021,Active,STR,1447 18th Avenue,1/23/2019,Closed - Approved
2019-014125STR,7/17/2021,Active,STR,17 ABBEY ST,7/18/2019,Closed - Approved
2019-014145STR,7/17/2021,Active,STR,424 Bowdoin Street,7/18/2019,Closed - Approved
2019-014159STR,7/18/2021,Active,STR,130 Swiss Avenue,7/19/2019,Closed - Approved
2019-014275STR,7/21/2021,Active,STR,3530 WAWONA ST,7/22/2019,Closed - Approved
2019-014216STR,7/21/2021,Active,STR,57 Grattan Street,7/21/2019,Closed - Approved
2015-002909STR,7/21/2021,Active,STR,4 Seymour St.,3/10/2015,Closed - Approved
2019-014340STR,7/22/2021,Active,STR,53 Diamond Street,7/23/2019,Closed - Approved
2019-014287STR,7/22/2021,Active,STR,4020 Lawton Street,7/22/2019,Closed - Approved
2015-009110STR,7/22/2021,Active,STR,"4040 Balboa Street, #4",7/17/2015,Closed - Approved
2019-014362STR,7/22/2021,Active,STR,1070 CAPITOL AVE,7/23/2019,Closed - Approved
2015-009073STR,7/22/2021,Active,STR,120 23rd Avenue,7/17/2015,Closed - Approved
2019-000444STR,7/23/2021,Active,STR,28 Prescott Court,1/10/2019,Closed - Approved
2018-016733STR,7/23/2021,Active,STR,2096 Quesda Avenue,12/12/2018,Closed - Approved
2019-014374STR,7/23/2021,Active,STR,31 Cayuga Avenue,7/24/2019,Closed - Approved
2019-014502STR,7/24/2021,Active,STR,864 CHENERY ST,7/25/2019,Closed - Approved
2019-014489STR,7/24/2021,Active,STR,78 CARR ST,7/25/2019,Closed - Approved
2019-014524STR,7/25/2021,Active,STR,26 CONRAD ST,7/25/2019,Closed - Approved
2019-014600STR,7/25/2021,Active,STR,3830 18th Street,7/26/2019,Closed - Approved
2019-014647STR,7/28/2021,Active,STR,91 Webster Street,7/29/2019,Closed - Approved
2019-007209STR,7/29/2021,Active,STR,590 6th Street Unit 201,5/22/2019,Closed - Approved
2015-008318STR,7/29/2021,Active,STR,3696 19th St.,7/2/2015,Closed - Approved
2017-007263STR,7/30/2021,Active,STR,326 Ewing Terrace,6/9/2017,Closed - Approved
2018-004884STR,7/30/2021,Active,STR,551 Castro Street,2/4/2018,Closed - Approved
2017-008316STR,7/31/2021,Active,STR,636 Dwight Street STR,6/29/2017,Closed - Approved
2017-009860STR,8/2/2021,Active,STR,403 Clayton Street STR,8/2/2017,Closed - Approved
2017-009944STR,8/3/2021,Active,STR,1751 Grove Street STR,8/4/2017,Closed - Approved
2017-007267STR,8/3/2021,Active,STR,748 Castro Street Unit 3,6/9/2017,Closed - Approved
2015-009974STR,8/4/2021,Active,STR,334 Paris Street,8/4/2015,Closed - Approved
2019-012053STR,8/5/2021,Active,STR,210 Girard Street,5/31/2019,Closed - Approved
2017-009411STR,8/8/2021,Active,STR,"241 Ashbury Street, #2",7/24/2017,Closed - Approved
2019-015168STR,8/8/2021,Active,STR,1664 Alabama Street,8/9/2019,Closed - Approved
2018-014125STR,8/8/2021,Active,STR,1251 HAMPSHIRE STREET,10/16/2018,Closed - Approved
2017-010173STR,8/8/2021,Active,STR,115 Bartlett Street Unit B,8/9/2017,Closed - Approved
2019-015300STR,8/12/2021,Active,STR,280 WALLER ST,8/13/2019,Closed - Approved
2017-010041STR,8/13/2021,Active,STR,25 HOFFMAN AVE,8/7/2017,Closed - Approved
2018-014258STR,8/15/2021,Active,STR,55 9th Street Unit 1601,10/18/2018,Closed - Approved
2017-010531STR,8/15/2021,Active,STR,"21 Stillman Street, Apt. 5",8/16/2017,Closed - Approved
2019-015488STR,8/15/2021,Active,STR,68 Rome Street,8/16/2019,Closed - Approved
2015-007592STR,8/16/2021,Active,STR,5129 Anza St.,6/17/2015,Closed - Approved
2017-009543STR,8/17/2021,Active,STR,"1278 Jackson Street, #6",7/26/2017,Closed - Approved
2018-015681STR,8/18/2021,Active,STR,578 Precita Avenue,11/15/2018,Closed - Approved
2019-015496STR,8/18/2021,Active,STR,251 Staples Avenue,8/19/2019,Closed - Approved
2019-015507STR,8/18/2021,Active,STR,4136 Folsom Street,8/19/2019,Closed - Approved
2019-015516STR,8/18/2021,Active,STR,51 Moss Street Unit A,8/19/2019,Closed - Approved
2019-015625STR,8/19/2021,Active,STR,178 Flood Avenue,8/20/2019,Closed - Approved
2019-014607STR,8/20/2021,Active,STR,1462 14th Avenue,7/27/2019,Closed - Approved
2015-010653STR,8/20/2021,Active,STR,114 Rousseau Street,8/19/2015,Closed - Approved
2019-015774STR,8/22/2021,Active,STR,190 Emmett Court,8/23/2019,Closed - Approved
2015-008032STR,8/23/2021,Active,STR,29 Lyon St.,6/25/2015,Closed - Approved
2018-004842STR,8/25/2021,Active,STR,3720 Judah Street,1/14/2018,Closed - Approved
2015-009991STR,8/27/2021,Active,STR,876 Potrero Avenue,8/5/2015,Closed - Approved
2019-014865STR,8/28/2021,Active,STR,1751 BEACH ST,8/2/2019,Closed - Approved
2015-010936STR,8/31/2021,Active,STR,5549 Anza Street,8/25/2015,Closed - Approved
2017-009733STR,8/31/2021,Active,STR,325 HOWTH ST,7/31/2017,Closed - Approved
2015-009641STR,9/1/2021,Active,STR,21 Albion Street,7/29/2015,Closed - Approved
2015-009262STR,9/1/2021,Active,STR,1003 Jackson st.,7/21/2015,Closed - Approved
2019-016211STR,9/2/2021,Active,STR,1144 Munich Street,9/3/2019,Closed - Approved
2017-007769STR,9/4/2021,Active,STR,244 Murray STR,6/21/2017,Closed - Approved
2018-004895STR,9/5/2021,Active,STR,5533 California Street Unit 1,2/12/2018,Closed - Approved
2019-016434STR,9/5/2021,Active,STR,1700 Great Highway,9/6/2019,Closed - Approved
2017-011447STR,9/6/2021,Active,STR,216 Cortland Avenue,9/6/2017,Closed - Approved
2019-016481STR,9/8/2021,Active,STR,22 Henry Street,9/9/2019,Closed - Approved
2019-016450STR,9/8/2021,Active,STR,244 30th Street,9/9/2019,Closed - Approved
2019-016442STR,9/8/2021,Active,STR,1725 Quesada Avenue,9/9/2019,Closed - Approved
2017-011615STR,9/10/2021,Active,STR,625 9th Avenue,9/11/2017,Closed - Approved
2015-011429STR,9/10/2021,Active,STR,766 Duncan Street,9/3/2015,Closed - Approved
2018-006852STR,9/11/2021,Active,STR,2266 33rd Ave,5/9/2018,Closed - Approved
2019-016659STR,9/11/2021,Active,STR,2558 16th Avenue,9/12/2019,Closed - Approved
2019-016705STR,9/11/2021,Active,STR,940 Hampshire Street,9/12/2019,Closed - Approved
2017-016200STR,9/11/2021,Active,STR,1681 Turk Street,12/19/2017,Closed - Approved
2016-013001STR,9/12/2021,Active,STR,601 Capp Street,10/7/2016,Closed - Approved
2017-011005STR,9/14/2021,Active,STR,770 03RD AVE,8/28/2017,Closed - Approved
2017-011141STR,9/14/2021,Active,STR,1126 Harrison Street STR,8/30/2017,Closed - Approved
2015-001846STR,9/15/2021,Active,STR,281 Castro Street,2/18/2015,Closed - Approved
2015-008671STR,9/15/2021,Active,STR,590 Laidley St.,7/9/2015,Closed - Approved
2015-009824STR,9/16/2021,Active,STR,460 Dwight Street,7/31/2015,Closed - Approved
2019-016935STR,9/16/2021,Active,STR,2655 Bush St #111,9/17/2019,Closed - Approved
2019-016981STR,9/17/2021,Active,STR,1386 Noe Street,9/18/2019,Closed - Approved
2015-007438STR,9/17/2021,Active,STR,1046 14th St. Apt. F,6/11/2015,Closed - Approved
2015-012042STR,9/17/2021,Active,STR,263 Claremont Blvd,9/9/2015,Closed - Approved
2015-011258STR,9/17/2021,Active,STR,176 Clipper Street,9/1/2015,Closed - Approved
2017-006037STR,9/17/2021,Active,STR,109 Upland drive,5/15/2017,Closed - Approved
2017-012063STR,9/20/2021,Active,STR,55 9th Street Unit 616,9/20/2017,Closed - Approved
2017-010585STR,9/20/2021,Active,STR,429 PARKER AVE,8/17/2017,Closed - Approved
2015-010438STR,9/22/2021,Active,STR,177 Germania Street,8/13/2015,Closed - Approved
2015-010708STR,9/22/2021,Active,STR,66 Aerial Way,8/20/2015,Closed - Approved
2019-017210STR,9/22/2021,Active,STR,"1940 Anza St, Unit 4",9/23/2019,Closed - Approved
2019-017247STR,9/22/2021,Active,STR,4316 Kirkham Street,9/23/2019,Closed - Approved
2019-017198STR,9/23/2021,Active,STR,1543 Treat Avenue,9/23/2019,Closed - Approved
2019-016676STR,9/24/2021,Active,STR,378 Highland Avenue,9/12/2019,Closed - Approved
2019-017338STR,9/24/2021,Active,STR,155 Richardson Ave,9/25/2019,Closed - Approved
2019-014671STR,9/24/2021,Active,STR,115 Congo Street,7/30/2019,Closed - Approved
2019-017374STR,9/24/2021,Active,STR,575 09th Ave,9/25/2019,Closed - Approved
2019-017482STR,9/26/2021,Active,STR,254 Dublin St,9/27/2019,Closed - Approved
2019-017455STR,9/26/2021,Active,STR,247 Pierce St,9/26/2019,Closed - Approved
