PARENT RECORD ID,Governing,Publication_Date,Review_Type
2008.1349,Exemption,3/19/2009,Categorical Exemption-Stamp
2008.1356,Exemption,2/6/2009,Categorical Exemption-Certificate
2008.1358,Exemption,12/23/2008,Categorical Exemption-Stamp
2008.1359,Exemption,12/11/2008,Categorical Exemption-Certificate
2008.1379,Exemption,4/3/2009,Categorical Exemption-Stamp
2008.1385,Exemption,,Categorical Exemption-Certificate
2008.1386,Exemption,12/24/2008,Categorical Exemption-Stamp
2008.1387,Exemption,1/13/2009,Categorical Exemption-Stamp
2008.1388,Exemption,,Categorical Exemption-Determination of Historic Resource
2008.1389,Exemption,7/22/2009,Categorical Exemption-Determination of Historic Resource
2008.1390,Exemption,,Categorical Exemption-Determination of Historic Resource
2008.1391,Exemption,2/10/2009,Categorical Exemption-Stamp
2008.1393,Exemption,12/23/2008,Categorical Exemption-Stamp
2008.1394,Community Plan Evaluation,,Categorical Exemption-Stamp
2008.1395,Community Plan Evaluation,1/27/2011,Categorical Exemption-Stamp
2008.1396,Negative Declaration,6/24/2009,Categorical Exemption-Stamp
2008.1398,Negative Declaration,,Categorical Exemption-Determination of Historic Resource
2008.1400,Exemption,2/11/2009,Categorical Exemption-Stamp
2008.1401,Exemption,3/30/2009,Categorical Exemption-Determination of Historic Resource Impact
2008.1402,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0004,Exemption,,Categorical Exemption-Certificate
2009.0007,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0017,Exemption,1/12/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0018,Exemption,3/1/2010,Categorical Exemption-Stamp
2009.0020,Exemption,,Categorical Exemption-Stamp
2009.0023,Negative Declaration,4/9/2009,Community Plan-Initial Study/Environmental Evaluation
2009.0024,Negative Declaration,4/29/2009,Community Plan-Determination
2009.0035,Exemption,9/19/2012,Initial Study-Negative Declaration
2009.0036,Exemption,9/14/2009,Categorical Exemption-Stamp
2009.0044,Exemption,1/22/2009,Categorical Exemption-Stamp
2009.0045,Exemption,1/26/2009,Categorical Exemption-Stamp
2009.0047,Exemption,1/20/2009,Categorical Exemption-Stamp
2009.0049,Exemption,6/30/2010,Categorical Exemption-Determination of Historic Resource Impact
2009.0050,Exemption,4/1/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0051,Exemption,3/11/2009,Initial Study-Negative Declaration
2009.0054,Exemption,8/13/2009,Categorical Exemption-Certificate
2009.0057,Exemption,4/9/2009,Categorical Exemption-Stamp
2009.0058,Exemption,8/6/2009,Categorical Exemption-Stamp
2009.0065,Negative Declaration,5/29/2014,Categorical Exemption-Stamp
2009.0066,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0067,Exemption,1/26/2009,Categorical Exemption-Determination of Historic Resource
2009.0069,Exemption,7/22/2009,Categorical Exemption-Certificate
2009.0078,Exemption,1/29/2009,Categorical Exemption-Stamp
2009.0085,Exemption,4/8/2010,Categorical Exemption-Stamp
2009.0086,Exemption,,Categorical Exemption-Stamp
2009.0089,Exemption,11/21/2011,Community Plan-Exemption/Exclusion
2009.0092,Exemption,2/5/2009,Community Plan-Determination
2009.0093,Exemption,2/5/2009,Categorical Exemption-Stamp
2009.0094,Exemption,2/5/2009,Categorical Exemption-Certificate
2009.0095,Exemption,,Categorical Exemption-Stamp
2009.0096,Negative Declaration,,Categorical Exemption-Determination of Historic Resource
2009.0103,Exemption,2/6/2009,Categorical Exemption-Determination of Historic Resource
2009.0105,Exemption,2/24/2009,Categorical Exemption-Certificate
2009.0110,Exemption,,Categorical Exemption-Stamp
2009.0111,Exemption,2/13/2009,Categorical Exemption-Stamp
2009.0112,Negative Declaration,3/8/2010,Categorical Exemption-Certificate
2009.0115,Exemption,2/13/2009,Categorical Exemption-Stamp
2009.0116,Exemption,,Categorical Exemption-Certificate
2009.0119,Exemption,2/19/2009,Categorical Exemption-Stamp
2009.0124,Exemption,7/17/2009,Categorical Exemption-Certificate
2009.0127,Exemption,4/29/2010,Categorical Exemption-Determination of Historic Resource
2009.0129,Exemption,7/22/2009,Categorical Exemption-Determination of Historic Resource
2009.0130,Exemption,4/22/2009,Categorical Exemption-Determination of Historic Resource
2009.0132,Exemption,10/19/2009,Categorical Exemption-Certificate
2009.0133,Exemption,4/21/2009,Community Plan-Determination
2009.0134,Negative Declaration,,Community Plan-Determination
2009.0154,Exemption,3/18/2010,Initial Study-Negative Declaration
2009.0156,Negative Declaration,,Initial Study-Negative Declaration
2009.0159,Addendum,,Categorical Exemption-Determination of Historic Resource
2009.0168,Exemption,3/6/2009,Categorical Exemption-Certificate
2009.0169,Exemption,3/6/2009,Categorical Exemption-Certificate
2009.0173,Exemption,,Categorical Exemption-Certificate
2009.0174,Exemption,6/23/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0175,Exemption,1/19/2011,Categorical Exemption-Certificate
2009.0178,Exemption,6/3/2009,Categorical Exemption-Determination of Historic Resource
2009.0179,Exemption,3/10/2009,Categorical Exemption-Determination of Historic Resource
2009.0180,Community Plan Evaluation,5/12/2010,Initial Study-Negative Declaration
2009.0183,Exemption,,Initial Study-Negative Declaration
2009.0185,Exemption,3/9/2009,Categorical Exemption-Determination of Historic Resource
2009.0192,Negative Declaration,,Categorical Exemption-Determination of Historic Resource
2009.0193,Exemption,5/20/2009,Categorical Exemption-Stamp
2009.0194,Exemption,10/22/2010,Categorical Exemption-Stamp
2009.0195,Exemption,7/8/2009,Categorical Exemption-Stamp
2009.0196,Exemption,5/4/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0200,Exemption,6/29/2009,Categorical Exemption-Determination of Historic Resource
2009.0201,Exemption,7/9/2009,Categorical Exemption-Determination of Historic Resource
2009.0227,Exemption,5/5/2009,Categorical Exemption-Certificate
2009.0233,Exemption,8/5/2009,Categorical Exemption-Certificate
2009.0234,Exemption,8/11/2009,Categorical Exemption-Class 32
2009.0235,Exemption,1/21/2010,Initial Study-Negative Declaration
2009.0239,Exemption,3/26/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0240,Exemption,10/15/2009,Categorical Exemption-Stamp
2009.0241,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0242,Exemption,3/27/2009,Categorical Exemption-Stamp
2009.0243,Exemption,7/23/2013,Categorical Exemption-Class 32
2009.0244,Exemption,4/2/2009,Categorical Exemption-Stamp
2009.0247,Exemption,3/29/2009,Categorical Exemption-Determination of Historic Resource
2009.0261,Exemption,4/2/2009,Categorical Exemption-Stamp
2009.0268,Exemption,4/2/2009,Categorical Exemption-Stamp
2009.0269,Exemption,4/2/2009,Categorical Exemption-Stamp
2009.0270,Exemption,4/2/2009,Categorical Exemption-Certificate
2009.0272,Exemption,4/24/2009,Initial Study-Negative Declaration
2009.0273,Exemption,4/14/2009,Categorical Exemption-Stamp
2009.0276,Negative Declaration,,Categorical Exemption-Stamp
2009.0277,Exemption,4/20/2009,Categorical Exemption-Determination of Historic Resource
2009.0278,Exemption,5/11/2010,Categorical Exemption-Stamp
2009.0288,Exemption,4/24/2009,Initial Study-Negative Declaration
2009.0289,Exemption,4/9/2009,Categorical Exemption-Stamp
2009.0290,Exemption,4/9/2009,Categorical Exemption-Determination of Historic Resource
2009.0291,Environmental Impact Report,,Categorical Exemption-Certificate
2009.0292,Exemption,11/12/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0294,Exemption,4/21/2009,Categorical Exemption-Determination of Historic Resource
2009.0296,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0297,Exemption,7/22/2009,Categorical Exemption-Determination of Historic Resource
2009.0298,Exemption,10/30/2009,Categorical Exemption-Class 32
2009.0299,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0300,Exemption,4/14/2009,Initial Study-Negative Declaration
2009.0301,Exemption,4/14/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0303,Exemption,4/14/2009,Categorical Exemption-Determination of Historic Resource
2009.0304,Exemption,10/15/2009,Initial Study-Negative Declaration
2009.0307,Exemption,7/28/2009,EIR Addendum
2009.0310,Exemption,,Community Plan-Initial Study/Environmental Evaluation
2009.0311,Addendum,,Environmental Impact Report
2009.0312,Exemption,10/1/2009,Initial Study-Environmental Impact Report
2009.0313,Exemption,,Categorical Exemption-Stamp
2009.0314,Exemption,4/20/2009,Categorical Exemption-Stamp
2009.0315,Exemption,5/27/2009,Categorical Exemption-Determination of Historic Resource
2009.0316,Exemption,5/11/2009,Categorical Exemption-Determination of Historic Resource
2009.0317,Exemption,4/29/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0323,Exemption,7/9/2009,Categorical Exemption-Determination of Historic Resource
2009.0324,Exemption,7/24/2009,Categorical Exemption-Stamp
2009.0335,Negative Declaration,8/5/2010,Categorical Exemption-Stamp
2009.0338,Exemption,5/27/2009,Community Plan-Exemption/Exclusion
2009.0342,Exemption,8/10/2011,Community Plan-Determination
2009.0343,Exemption,8/25/2011,Categorical Exemption-Certificate
2009.0359,Exemption,5/7/2009,Categorical Exemption-Stamp
2009.0360,Exemption,5/7/2009,Initial Study-Negative Declaration
2009.0364,Exemption,6/10/2009,Categorical Exemption-Determination of Historic Resource
2009.0365,Exemption,7/23/2009,Categorical Exemption-Determination of Historic Resource
2009.0366,Exemption,,Categorical Exemption-Class 32
2009.0368,Exemption,10/26/2009,Categorical Exemption-Stamp
2009.0371,Exemption,5/15/2009,Categorical Exemption-Certificate
2009.0375,Exemption,5/13/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0377,Exemption,5/14/2009,Categorical Exemption-Stamp
2009.0378,Exemption,7/23/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0381,Exemption,5/14/2009,Categorical Exemption-Determination of Historic Resource
2009.0401,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0403,Exemption,6/1/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0406,Exemption,5/21/2009,Categorical Exemption-Determination of Historic Resource
2009.0410,Exemption,5/27/2009,Categorical Exemption-Stamp
2009.0411,Exemption,9/16/2009,Categorical Exemption-Stamp
2009.0412,Exemption,12/10/2009,Categorical Exemption-Stamp
2009.0413,Exemption,5/21/2009,Categorical Exemption-Stamp
2009.0414,Exemption,5/21/2009,Categorical Exemption-Stamp
2009.0415,Exemption,6/11/2009,Categorical Exemption-Stamp
2009.0416,Exemption,5/26/2009,Categorical Exemption-Stamp
2009.0418,Environmental Impact Report,,Categorical Exemption-Stamp
2009.0419,Exemption,10/1/2009,Categorical Exemption-Stamp
2009.0421,Exemption,5/26/2009,Categorical Exemption-Stamp
2009.0425,Exemption,11/29/2012,Categorical Exemption-Stamp
2009.0443,Exemption,3/11/2010,Categorical Exemption-Stamp
2009.0445,Exemption,6/10/2009,Categorical Exemption-Stamp
2009.0446,Exemption,11/2/2009,Initial Study-Negative Declaration
2009.0447,Exemption,7/22/2009,Categorical Exemption-Stamp
2009.0448,Exemption,6/1/2009,Categorical Exemption-Determination of Historic Resource
2009.0449,Exemption,,Categorical Exemption-Stamp
2009.0450,Exemption,6/10/2009,Categorical Exemption-Stamp
2009.0452,Exemption,,Categorical Exemption-Certificate
2009.0456,Exemption,6/1/2009,Environmental Impact Report
2009.0457,Negative Declaration,6/2/2010,Initial Study-Negative Declaration
2009.0465,Exemption,,Categorical Exemption-Certificate
2009.0468,Exemption,,Categorical Exemption-Stamp
2009.0469,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0471,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0472,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0473,Exemption,10/5/2009,Categorical Exemption-Determination of Historic Resource
2009.0474,Exemption,6/8/2009,Categorical Exemption-Stamp
2009.0475,Exemption,7/27/2009,Categorical Exemption-Stamp
2009.0476,Addendum,,Categorical Exemption-Stamp
2009.0481,Exemption,10/5/2009,Categorical Exemption-Determination of Historic Resource
2009.0482,Exemption,8/18/2009,Categorical Exemption-Determination of Historic Resource
2009.0484,Exemption,6/3/2009,Categorical Exemption-Stamp
2009.0485,Exemption,6/3/2009,Negative Declaration Addendum
2009.0486,Exemption,9/1/2009,Categorical Exemption-Determination of Historic Resource
2009.0487,Exemption,9/11/2009,Categorical Exemption-Class 32
2009.0488,Exemption,10/6/2010,Categorical Exemption-Stamp
2009.0493,Exemption,,Categorical Exemption-Determination of Historic Resource Impact
2009.0511,Exemption,,Categorical Exemption-Stamp
2009.0512,Exemption,11/18/2009,Categorical Exemption-Stamp
2009.0514,Exemption,8/11/2011,Categorical Exemption-Stamp
2009.0521,Exemption,,Categorical Exemption-Determination of Historic Resource
2009.0522,Exemption,,Initial Study-Negative Declaration
2009.0524,Exemption,6/29/2009,Categorical Exemption-Stamp
2009.0529,Exemption,10/1/2009,Categorical Exemption-Certificate
2009.0535,Exemption,10/16/2009,Categorical Exemption-Class 32
2009.0553,Exemption,,Categorical Exemption-Stamp
2009.0554,Community Plan Evaluation,,Categorical Exemption-Stamp
2009.0560,Exemption,6/25/2009,Categorical Exemption-Determination of Historic Resource
2009.0563,Exemption,1/7/2010,Categorical Exemption-Determination of Historic Resource
2009.0566,Exemption,6/15/2009,Categorical Exemption-Certificate
2009.0567,Exemption,6/29/2009,Categorical Exemption-Determination of Historic Resource
2009.0568,Negative Declaration,12/10/2009,Categorical Exemption-Stamp
2009.0569,Exemption,3/9/2010,Categorical Exemption-Stamp
2009.0581,Exemption,4/27/2009,Categorical Exemption-Stamp
2009.0582,Exemption,11/6/2009,Categorical Exemption-Stamp
2009.0583,Exemption,11/4/2009,Categorical Exemption-Stamp
2009.0599,Exemption,,Categorical Exemption-Stamp
2009.0600,Exemption,,Categorical Exemption-Stamp
2009.0603,Exemption,4/21/2010,Categorical Exemption-Stamp
2009.0604,Exemption,7/6/2009,Categorical Exemption-Stamp
2009.0605,Exemption,,Categorical Exemption-Certificate
2009.0610,Community Plan Evaluation,11/8/2010,Categorical Exemption-Class 32
2009.0616,Exemption,9/22/2009,Categorical Exemption-Stamp
2009.0618,Exemption,7/9/2009,Categorical Exemption-Stamp
2009.0621,Exemption,7/8/2009,Categorical Exemption-Stamp
2009.0623,Exemption,7/7/2009,Categorical Exemption-Stamp
2009.0624,Exemption,7/8/2009,Environmental Impact Report
2009.0625,Exemption,7/8/2009,Initial Study-Negative Declaration
2009.0626,Exemption,7/8/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0627,Exemption,7/8/2009,Categorical Exemption-Stamp
2009.0628,Exemption,7/8/2009,Categorical Exemption-Stamp
2009.0630,Exemption,8/3/2009,Categorical Exemption-Stamp
2009.0632,Exemption,,Categorical Exemption-Certificate
2009.0636,Exemption,7/13/2009,Categorical Exemption-Stamp
2009.0639,Exemption,9/18/2009,Categorical Exemption-Certificate
2009.0648,Exemption,7/19/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0651,Negative Declaration,,Categorical Exemption-Stamp
2009.0652,Exemption,8/18/2009,Categorical Exemption-Stamp
2009.0653,Exemption,9/2/2009,Categorical Exemption-Stamp
2009.0654,Exemption,8/12/2009,Categorical Exemption-Stamp
2009.0655,Exemption,2/24/2010,Categorical Exemption-Stamp
2009.0687,Exemption,7/31/2009,Initial Study-Negative Declaration
2009.0689,Exemption,7/23/2009,Categorical Exemption-Stamp
2009.0690,Exemption,7/23/2009,Categorical Exemption-Stamp
2009.0691,Exemption,,Categorical Exemption-Stamp
2009.0696,Exemption,8/20/2009,Categorical Exemption-Stamp
2009.0700,Exemption,,Categorical Exemption-Stamp
2009.0701,Exemption,7/22/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0702,Exemption,7/22/2009,Categorical Exemption-Stamp
2009.0703,Exemption,7/22/2009,Categorical Exemption-Certificate
2009.0704,Exemption,7/15/2009,EIR Addendum
2009.0705,Exemption,8/10/2009,Categorical Exemption-Determination of Historic Resource
2009.0708,Exemption,4/16/2009,Categorical Exemption-Determination of Historic Resource
2009.0709,Exemption,6/18/2009,Categorical Exemption-Stamp
2009.0710,Exemption,6/18/2009,Categorical Exemption-Stamp
2009.0713,Exemption,7/24/2009,Categorical Exemption-Determination of Historic Resource
2009.0714,Exemption,7/24/2009,Categorical Exemption-Determination of Historic Resource
2009.0715,Exemption,7/24/2009,Categorical Exemption-Certificate
2009.0721,Exemption,7/31/2009,Categorical Exemption-Certificate
2009.0722,Exemption,,Categorical Exemption-Certificate
2009.0724,Exemption,12/22/2009,Categorical Exemption-Determination of Historic Resource
2009.0725,Exemption,8/20/2009,Categorical Exemption-Determination of Historic Resource Impact
2009.0726,Exemption,1/24/2012,Categorical Exemption-Determination of Historic Resource
